filename,partition,task,semantic_label,numeric_label
01629.png,train,source,st_stephen_cathedral_vienna,4
07442.png,val,source,rialto_bridge,2
08699.png,test,source,st_stephen_cathedral_vienna,4
08102.png,val,source,rialto_bridge,2
01832.png,train,source,rialto_bridge,2
04973.png,train,source,museu_nacional_dart_de_catalunya,3
00819.png,train,source,st_stephen_cathedral_vienna,4
02218.png,train,source,gaudi_casa_batllo_barcelona,7
03643.png,train,source,museu_nacional_dart_de_catalunya,3
08768.png,test,source,gaudi_casa_batllo_barcelona,7
00430.png,train,source,colosseum,0
01326.png,train,source,berlin_cathedral,5
00616.png,train,source,berlin_cathedral,5
00859.png,train,source,st_stephen_cathedral_vienna,4
07742.png,val,source,rialto_bridge,2
03126.png,train,source,berlin_cathedral,5
06741.png,train,source,petronas_towers,1
00186.png,train,source,berlin_cathedral,5
01096.png,train,source,berlin_cathedral,5
06197.png,train,source,hagia_sophia,6
05609.png,train,source,st_stephen_cathedral_vienna,4
03849.png,train,source,st_stephen_cathedral_vienna,4
02671.png,train,source,petronas_towers,1
07616.png,val,source,berlin_cathedral,5
04890.png,train,source,colosseum,0
08826.png,test,source,berlin_cathedral,5
09707.png,test,source,hagia_sophia,6
02776.png,train,source,berlin_cathedral,5
07026.png,val,source,berlin_cathedral,5
02532.png,train,source,rialto_bridge,2
03677.png,train,source,hagia_sophia,6
09887.png,test,source,hagia_sophia,6
08723.png,test,source,museu_nacional_dart_de_catalunya,3
07662.png,val,source,rialto_bridge,2
00906.png,train,source,berlin_cathedral,5
07178.png,val,source,gaudi_casa_batllo_barcelona,7
04533.png,train,source,museu_nacional_dart_de_catalunya,3
03493.png,train,source,museu_nacional_dart_de_catalunya,3
08891.png,test,source,petronas_towers,1
02190.png,train,source,colosseum,0
06467.png,train,source,hagia_sophia,6
05973.png,train,source,museu_nacional_dart_de_catalunya,3
06633.png,train,source,museu_nacional_dart_de_catalunya,3
04990.png,train,source,colosseum,0
06911.png,train,source,petronas_towers,1
09097.png,test,source,hagia_sophia,6
09230.png,test,source,colosseum,0
04606.png,train,source,berlin_cathedral,5
02237.png,train,source,hagia_sophia,6
04069.png,train,source,st_stephen_cathedral_vienna,4
08608.png,test,source,gaudi_casa_batllo_barcelona,7
09508.png,test,source,gaudi_casa_batllo_barcelona,7
04717.png,train,source,hagia_sophia,6
03372.png,train,source,rialto_bridge,2
07909.png,val,source,st_stephen_cathedral_vienna,4
00879.png,train,source,st_stephen_cathedral_vienna,4
00129.png,train,source,st_stephen_cathedral_vienna,4
05181.png,train,source,petronas_towers,1
07591.png,val,source,petronas_towers,1
07941.png,val,source,petronas_towers,1
07643.png,val,source,museu_nacional_dart_de_catalunya,3
00000.png,train,source,colosseum,0
02021.png,train,source,petronas_towers,1
08540.png,test,source,colosseum,0
06666.png,train,source,berlin_cathedral,5
07830.png,val,source,colosseum,0
09123.png,test,source,museu_nacional_dart_de_catalunya,3
01711.png,train,source,petronas_towers,1
06558.png,train,source,gaudi_casa_batllo_barcelona,7
09891.png,test,source,petronas_towers,1
04129.png,train,source,st_stephen_cathedral_vienna,4
03407.png,train,source,hagia_sophia,6
03356.png,train,source,berlin_cathedral,5
09519.png,test,source,st_stephen_cathedral_vienna,4
02331.png,train,source,petronas_towers,1
07670.png,val,source,colosseum,0
03612.png,train,source,rialto_bridge,2
00581.png,train,source,petronas_towers,1
08417.png,val,source,hagia_sophia,6
09763.png,test,source,museu_nacional_dart_de_catalunya,3
05546.png,train,source,berlin_cathedral,5
02578.png,train,source,gaudi_casa_batllo_barcelona,7
07370.png,val,source,colosseum,0
07699.png,val,source,st_stephen_cathedral_vienna,4
02971.png,train,source,petronas_towers,1
09140.png,test,source,colosseum,0
05450.png,train,source,colosseum,0
08381.png,val,source,petronas_towers,1
01862.png,train,source,rialto_bridge,2
08246.png,val,source,berlin_cathedral,5
09146.png,test,source,berlin_cathedral,5
09078.png,test,source,gaudi_casa_batllo_barcelona,7
05931.png,train,source,petronas_towers,1
09640.png,test,source,colosseum,0
06570.png,train,source,colosseum,0
01206.png,train,source,berlin_cathedral,5
08612.png,test,source,rialto_bridge,2
09101.png,test,source,petronas_towers,1
02722.png,train,source,rialto_bridge,2
08563.png,test,source,museu_nacional_dart_de_catalunya,3
02926.png,train,source,berlin_cathedral,5
02606.png,train,source,berlin_cathedral,5
04869.png,train,source,st_stephen_cathedral_vienna,4
00639.png,train,source,st_stephen_cathedral_vienna,4
07353.png,val,source,museu_nacional_dart_de_catalunya,3
09900.png,test,source,colosseum,0
04352.png,train,source,rialto_bridge,2
01479.png,train,source,st_stephen_cathedral_vienna,4
01613.png,train,source,museu_nacional_dart_de_catalunya,3
05560.png,train,source,colosseum,0
04117.png,train,source,hagia_sophia,6
08341.png,val,source,petronas_towers,1
08589.png,test,source,st_stephen_cathedral_vienna,4
08906.png,test,source,berlin_cathedral,5
00672.png,train,source,rialto_bridge,2
05133.png,train,source,museu_nacional_dart_de_catalunya,3
04523.png,train,source,museu_nacional_dart_de_catalunya,3
09548.png,test,source,gaudi_casa_batllo_barcelona,7
08732.png,test,source,rialto_bridge,2
02573.png,train,source,museu_nacional_dart_de_catalunya,3
02152.png,train,source,rialto_bridge,2
09853.png,test,source,museu_nacional_dart_de_catalunya,3
06811.png,train,source,petronas_towers,1
00018.png,train,source,gaudi_casa_batllo_barcelona,7
09613.png,test,source,museu_nacional_dart_de_catalunya,3
02303.png,train,source,museu_nacional_dart_de_catalunya,3
07673.png,val,source,museu_nacional_dart_de_catalunya,3
00690.png,train,source,colosseum,0
01620.png,train,source,colosseum,0
01696.png,train,source,berlin_cathedral,5
00303.png,train,source,museu_nacional_dart_de_catalunya,3
02063.png,train,source,museu_nacional_dart_de_catalunya,3
01103.png,train,source,museu_nacional_dart_de_catalunya,3
08643.png,test,source,museu_nacional_dart_de_catalunya,3
08689.png,test,source,st_stephen_cathedral_vienna,4
02551.png,train,source,petronas_towers,1
08159.png,val,source,st_stephen_cathedral_vienna,4
01048.png,train,source,gaudi_casa_batllo_barcelona,7
05231.png,train,source,petronas_towers,1
02520.png,train,source,colosseum,0
06090.png,train,source,colosseum,0
09269.png,test,source,st_stephen_cathedral_vienna,4
05556.png,train,source,berlin_cathedral,5
00287.png,train,source,hagia_sophia,6
09939.png,test,source,st_stephen_cathedral_vienna,4
01169.png,train,source,st_stephen_cathedral_vienna,4
07928.png,val,source,gaudi_casa_batllo_barcelona,7
06726.png,train,source,berlin_cathedral,5
03863.png,train,source,museu_nacional_dart_de_catalunya,3
04541.png,train,source,petronas_towers,1
04477.png,train,source,hagia_sophia,6
04866.png,train,source,berlin_cathedral,5
02923.png,train,source,museu_nacional_dart_de_catalunya,3
05349.png,train,source,st_stephen_cathedral_vienna,4
05142.png,train,source,rialto_bridge,2
00669.png,train,source,st_stephen_cathedral_vienna,4
03259.png,train,source,st_stephen_cathedral_vienna,4
04629.png,train,source,st_stephen_cathedral_vienna,4
00939.png,train,source,st_stephen_cathedral_vienna,4
03600.png,train,source,colosseum,0
03960.png,train,source,colosseum,0
07097.png,val,source,hagia_sophia,6
07952.png,val,source,rialto_bridge,2
07693.png,val,source,museu_nacional_dart_de_catalunya,3
09439.png,test,source,st_stephen_cathedral_vienna,4
01078.png,train,source,gaudi_casa_batllo_barcelona,7
05033.png,train,source,museu_nacional_dart_de_catalunya,3
07060.png,val,source,colosseum,0
04349.png,train,source,st_stephen_cathedral_vienna,4
00231.png,train,source,petronas_towers,1
08580.png,test,source,colosseum,0
07408.png,val,source,gaudi_casa_batllo_barcelona,7
08282.png,val,source,rialto_bridge,2
03813.png,train,source,museu_nacional_dart_de_catalunya,3
08343.png,val,source,museu_nacional_dart_de_catalunya,3
05309.png,train,source,st_stephen_cathedral_vienna,4
04068.png,train,source,gaudi_casa_batllo_barcelona,7
05501.png,train,source,petronas_towers,1
08438.png,val,source,gaudi_casa_batllo_barcelona,7
02010.png,train,source,colosseum,0
00502.png,train,source,rialto_bridge,2
04769.png,train,source,st_stephen_cathedral_vienna,4
06797.png,train,source,hagia_sophia,6
09730.png,test,source,colosseum,0
02417.png,train,source,hagia_sophia,6
05638.png,train,source,gaudi_casa_batllo_barcelona,7
01373.png,train,source,museu_nacional_dart_de_catalunya,3
06933.png,train,source,museu_nacional_dart_de_catalunya,3
03838.png,train,source,gaudi_casa_batllo_barcelona,7
04649.png,train,source,st_stephen_cathedral_vienna,4
01982.png,train,source,rialto_bridge,2
00682.png,train,source,rialto_bridge,2
08441.png,val,source,petronas_towers,1
03113.png,train,source,museu_nacional_dart_de_catalunya,3
04277.png,train,source,hagia_sophia,6
05278.png,train,source,gaudi_casa_batllo_barcelona,7
00970.png,train,source,colosseum,0
09356.png,test,source,berlin_cathedral,5
07553.png,val,source,museu_nacional_dart_de_catalunya,3
06011.png,train,source,petronas_towers,1
08750.png,test,source,colosseum,0
08879.png,test,source,st_stephen_cathedral_vienna,4
03316.png,train,source,berlin_cathedral,5
08257.png,val,source,hagia_sophia,6
03693.png,train,source,museu_nacional_dart_de_catalunya,3
09720.png,test,source,colosseum,0
04190.png,train,source,colosseum,0
01460.png,train,source,colosseum,0
08218.png,val,source,gaudi_casa_batllo_barcelona,7
09242.png,test,source,rialto_bridge,2
02560.png,train,source,colosseum,0
08527.png,test,source,hagia_sophia,6
01920.png,train,source,colosseum,0
05078.png,train,source,gaudi_casa_batllo_barcelona,7
00599.png,train,source,st_stephen_cathedral_vienna,4
06967.png,train,source,hagia_sophia,6
07560.png,val,source,colosseum,0
08449.png,val,source,st_stephen_cathedral_vienna,4
04356.png,train,source,berlin_cathedral,5
01562.png,train,source,rialto_bridge,2
01972.png,train,source,rialto_bridge,2
09188.png,test,source,gaudi_casa_batllo_barcelona,7
06458.png,train,source,gaudi_casa_batllo_barcelona,7
01162.png,train,source,rialto_bridge,2
08163.png,val,source,museu_nacional_dart_de_catalunya,3
06208.png,train,source,gaudi_casa_batllo_barcelona,7
06188.png,train,source,gaudi_casa_batllo_barcelona,7
07396.png,val,source,berlin_cathedral,5
06511.png,train,source,petronas_towers,1
01509.png,train,source,st_stephen_cathedral_vienna,4
04548.png,train,source,gaudi_casa_batllo_barcelona,7
07389.png,val,source,st_stephen_cathedral_vienna,4
02427.png,train,source,hagia_sophia,6
07541.png,val,source,petronas_towers,1
04813.png,train,source,museu_nacional_dart_de_catalunya,3
00830.png,train,source,colosseum,0
05836.png,train,source,berlin_cathedral,5
08301.png,val,source,petronas_towers,1
02598.png,train,source,gaudi_casa_batllo_barcelona,7
06810.png,train,source,colosseum,0
07450.png,val,source,colosseum,0
09867.png,test,source,hagia_sophia,6
05138.png,train,source,gaudi_casa_batllo_barcelona,7
09638.png,test,source,gaudi_casa_batllo_barcelona,7
07113.png,val,source,museu_nacional_dart_de_catalunya,3
07020.png,val,source,colosseum,0
07867.png,val,source,hagia_sophia,6
06069.png,train,source,st_stephen_cathedral_vienna,4
06638.png,train,source,gaudi_casa_batllo_barcelona,7
08926.png,test,source,berlin_cathedral,5
08021.png,val,source,petronas_towers,1
03760.png,train,source,colosseum,0
07451.png,val,source,petronas_towers,1
01371.png,train,source,petronas_towers,1
04361.png,train,source,petronas_towers,1
08242.png,val,source,rialto_bridge,2
07528.png,val,source,gaudi_casa_batllo_barcelona,7
01623.png,train,source,museu_nacional_dart_de_catalunya,3
03747.png,train,source,hagia_sophia,6
05019.png,train,source,st_stephen_cathedral_vienna,4
03399.png,train,source,st_stephen_cathedral_vienna,4
00840.png,train,source,colosseum,0
08911.png,test,source,petronas_towers,1
02802.png,train,source,rialto_bridge,2
05408.png,train,source,gaudi_casa_batllo_barcelona,7
02346.png,train,source,berlin_cathedral,5
02098.png,train,source,gaudi_casa_batllo_barcelona,7
03736.png,train,source,berlin_cathedral,5
04300.png,train,source,colosseum,0
08297.png,val,source,hagia_sophia,6
07672.png,val,source,rialto_bridge,2
03737.png,train,source,hagia_sophia,6
05579.png,train,source,st_stephen_cathedral_vienna,4
00900.png,train,source,colosseum,0
00963.png,train,source,museu_nacional_dart_de_catalunya,3
09618.png,test,source,gaudi_casa_batllo_barcelona,7
06822.png,train,source,rialto_bridge,2
01086.png,train,source,berlin_cathedral,5
05311.png,train,source,petronas_towers,1
03777.png,train,source,hagia_sophia,6
04343.png,train,source,museu_nacional_dart_de_catalunya,3
04171.png,train,source,petronas_towers,1
04653.png,train,source,museu_nacional_dart_de_catalunya,3
05927.png,train,source,hagia_sophia,6
08056.png,val,source,berlin_cathedral,5
08603.png,test,source,museu_nacional_dart_de_catalunya,3
09241.png,test,source,petronas_towers,1
01783.png,train,source,museu_nacional_dart_de_catalunya,3
09591.png,test,source,petronas_towers,1
07669.png,val,source,st_stephen_cathedral_vienna,4
04250.png,train,source,colosseum,0
07871.png,val,source,petronas_towers,1
08541.png,test,source,petronas_towers,1
04439.png,train,source,st_stephen_cathedral_vienna,4
00013.png,train,source,museu_nacional_dart_de_catalunya,3
02982.png,train,source,rialto_bridge,2
02622.png,train,source,rialto_bridge,2
01359.png,train,source,st_stephen_cathedral_vienna,4
07029.png,val,source,st_stephen_cathedral_vienna,4
09542.png,test,source,rialto_bridge,2
04218.png,train,source,gaudi_casa_batllo_barcelona,7
02189.png,train,source,st_stephen_cathedral_vienna,4
05063.png,train,source,museu_nacional_dart_de_catalunya,3
09960.png,test,source,colosseum,0
08687.png,test,source,hagia_sophia,6
07406.png,val,source,berlin_cathedral,5
02746.png,train,source,berlin_cathedral,5
09770.png,test,source,colosseum,0
07531.png,val,source,petronas_towers,1
09752.png,test,source,rialto_bridge,2
09786.png,test,source,berlin_cathedral,5
05940.png,train,source,colosseum,0
09557.png,test,source,hagia_sophia,6
01336.png,train,source,berlin_cathedral,5
01083.png,train,source,museu_nacional_dart_de_catalunya,3
07058.png,val,source,gaudi_casa_batllo_barcelona,7
03150.png,train,source,colosseum,0
00446.png,train,source,berlin_cathedral,5
00486.png,train,source,berlin_cathedral,5
04986.png,train,source,berlin_cathedral,5
08413.png,val,source,museu_nacional_dart_de_catalunya,3
05986.png,train,source,berlin_cathedral,5
04988.png,train,source,gaudi_casa_batllo_barcelona,7
03263.png,train,source,museu_nacional_dart_de_catalunya,3
08620.png,test,source,colosseum,0
04689.png,train,source,st_stephen_cathedral_vienna,4
06867.png,train,source,hagia_sophia,6
09660.png,test,source,colosseum,0
08209.png,val,source,st_stephen_cathedral_vienna,4
09959.png,test,source,st_stephen_cathedral_vienna,4
05067.png,train,source,hagia_sophia,6
00366.png,train,source,berlin_cathedral,5
07000.png,val,source,colosseum,0
02219.png,train,source,st_stephen_cathedral_vienna,4
08389.png,val,source,st_stephen_cathedral_vienna,4
04333.png,train,source,museu_nacional_dart_de_catalunya,3
07011.png,val,source,petronas_towers,1
08041.png,val,source,petronas_towers,1
08232.png,val,source,rialto_bridge,2
08467.png,val,source,hagia_sophia,6
09256.png,test,source,berlin_cathedral,5
00280.png,train,source,colosseum,0
09281.png,test,source,petronas_towers,1
02881.png,train,source,petronas_towers,1
02589.png,train,source,st_stephen_cathedral_vienna,4
08646.png,test,source,berlin_cathedral,5
07630.png,val,source,colosseum,0
03009.png,train,source,st_stephen_cathedral_vienna,4
05572.png,train,source,rialto_bridge,2
09278.png,test,source,gaudi_casa_batllo_barcelona,7
08278.png,val,source,gaudi_casa_batllo_barcelona,7
08851.png,test,source,petronas_towers,1
06461.png,train,source,petronas_towers,1
01260.png,train,source,colosseum,0
08463.png,val,source,museu_nacional_dart_de_catalunya,3
04760.png,train,source,colosseum,0
07382.png,val,source,rialto_bridge,2
03511.png,train,source,petronas_towers,1
00108.png,train,source,gaudi_casa_batllo_barcelona,7
07599.png,val,source,st_stephen_cathedral_vienna,4
02051.png,train,source,petronas_towers,1
06508.png,train,source,gaudi_casa_batllo_barcelona,7
02576.png,train,source,berlin_cathedral,5
04747.png,train,source,hagia_sophia,6
05022.png,train,source,rialto_bridge,2
08322.png,val,source,rialto_bridge,2
08763.png,test,source,museu_nacional_dart_de_catalunya,3
06902.png,train,source,rialto_bridge,2
02483.png,train,source,museu_nacional_dart_de_catalunya,3
07688.png,val,source,gaudi_casa_batllo_barcelona,7
08720.png,test,source,colosseum,0
07787.png,val,source,hagia_sophia,6
05106.png,train,source,berlin_cathedral,5
09357.png,test,source,hagia_sophia,6
02989.png,train,source,st_stephen_cathedral_vienna,4
08573.png,test,source,museu_nacional_dart_de_catalunya,3
09668.png,test,source,gaudi_casa_batllo_barcelona,7
07773.png,val,source,museu_nacional_dart_de_catalunya,3
05950.png,train,source,colosseum,0
03913.png,train,source,museu_nacional_dart_de_catalunya,3
07086.png,val,source,berlin_cathedral,5
03422.png,train,source,rialto_bridge,2
07056.png,val,source,berlin_cathedral,5
09651.png,test,source,petronas_towers,1
06653.png,train,source,museu_nacional_dart_de_catalunya,3
02450.png,train,source,colosseum,0
01697.png,train,source,hagia_sophia,6
04927.png,train,source,hagia_sophia,6
09247.png,test,source,hagia_sophia,6
03231.png,train,source,petronas_towers,1
03217.png,train,source,hagia_sophia,6
08176.png,val,source,berlin_cathedral,5
09810.png,test,source,colosseum,0
03821.png,train,source,petronas_towers,1
03682.png,train,source,rialto_bridge,2
02787.png,train,source,hagia_sophia,6
01698.png,train,source,gaudi_casa_batllo_barcelona,7
07329.png,val,source,st_stephen_cathedral_vienna,4
05062.png,train,source,rialto_bridge,2
07550.png,val,source,colosseum,0
07407.png,val,source,hagia_sophia,6
04368.png,train,source,gaudi_casa_batllo_barcelona,7
04782.png,train,source,rialto_bridge,2
08846.png,test,source,berlin_cathedral,5
06156.png,train,source,berlin_cathedral,5
02186.png,train,source,berlin_cathedral,5
07066.png,val,source,berlin_cathedral,5
07023.png,val,source,museu_nacional_dart_de_catalunya,3
08480.png,val,source,colosseum,0
05169.png,train,source,st_stephen_cathedral_vienna,4
00172.png,train,source,rialto_bridge,2
09287.png,test,source,hagia_sophia,6
08143.png,val,source,museu_nacional_dart_de_catalunya,3
07263.png,val,source,museu_nacional_dart_de_catalunya,3
02978.png,train,source,gaudi_casa_batllo_barcelona,7
07822.png,val,source,rialto_bridge,2
03137.png,train,source,hagia_sophia,6
00137.png,train,source,hagia_sophia,6
09182.png,test,source,rialto_bridge,2
00792.png,train,source,rialto_bridge,2
07889.png,val,source,st_stephen_cathedral_vienna,4
01209.png,train,source,st_stephen_cathedral_vienna,4
03727.png,train,source,hagia_sophia,6
07843.png,val,source,museu_nacional_dart_de_catalunya,3
05442.png,train,source,rialto_bridge,2
02683.png,train,source,museu_nacional_dart_de_catalunya,3
06182.png,train,source,rialto_bridge,2
00428.png,train,source,gaudi_casa_batllo_barcelona,7
04543.png,train,source,museu_nacional_dart_de_catalunya,3
04746.png,train,source,berlin_cathedral,5
05926.png,train,source,berlin_cathedral,5
08340.png,val,source,colosseum,0
05300.png,train,source,colosseum,0
07993.png,val,source,museu_nacional_dart_de_catalunya,3
03417.png,train,source,hagia_sophia,6
04067.png,train,source,hagia_sophia,6
07358.png,val,source,gaudi_casa_batllo_barcelona,7
06016.png,train,source,berlin_cathedral,5
00180.png,train,source,colosseum,0
00776.png,train,source,berlin_cathedral,5
03043.png,train,source,museu_nacional_dart_de_catalunya,3
07458.png,val,source,gaudi_casa_batllo_barcelona,7
03111.png,train,source,petronas_towers,1
05788.png,train,source,gaudi_casa_batllo_barcelona,7
05051.png,train,source,petronas_towers,1
03220.png,train,source,colosseum,0
02108.png,train,source,gaudi_casa_batllo_barcelona,7
00473.png,train,source,museu_nacional_dart_de_catalunya,3
09650.png,test,source,colosseum,0
08187.png,val,source,hagia_sophia,6
08758.png,test,source,gaudi_casa_batllo_barcelona,7
00177.png,train,source,hagia_sophia,6
00008.png,train,source,gaudi_casa_batllo_barcelona,7
09326.png,test,source,berlin_cathedral,5
07810.png,val,source,colosseum,0
03842.png,train,source,rialto_bridge,2
03901.png,train,source,petronas_towers,1
07470.png,val,source,colosseum,0
07216.png,val,source,berlin_cathedral,5
07328.png,val,source,gaudi_casa_batllo_barcelona,7
07082.png,val,source,rialto_bridge,2
08596.png,test,source,berlin_cathedral,5
03543.png,train,source,museu_nacional_dart_de_catalunya,3
08908.png,test,source,gaudi_casa_batllo_barcelona,7
03188.png,train,source,gaudi_casa_batllo_barcelona,7
08843.png,test,source,museu_nacional_dart_de_catalunya,3
01678.png,train,source,gaudi_casa_batllo_barcelona,7
09836.png,test,source,berlin_cathedral,5
01881.png,train,source,petronas_towers,1
08780.png,test,source,colosseum,0
08626.png,test,source,berlin_cathedral,5
06663.png,train,source,museu_nacional_dart_de_catalunya,3
01578.png,train,source,gaudi_casa_batllo_barcelona,7
04282.png,train,source,rialto_bridge,2
08529.png,test,source,st_stephen_cathedral_vienna,4
08569.png,test,source,st_stephen_cathedral_vienna,4
08283.png,val,source,museu_nacional_dart_de_catalunya,3
08688.png,test,source,gaudi_casa_batllo_barcelona,7
06729.png,train,source,st_stephen_cathedral_vienna,4
04939.png,train,source,st_stephen_cathedral_vienna,4
01321.png,train,source,petronas_towers,1
03730.png,train,source,colosseum,0
04158.png,train,source,gaudi_casa_batllo_barcelona,7
06903.png,train,source,museu_nacional_dart_de_catalunya,3
09626.png,test,source,berlin_cathedral,5
07998.png,val,source,gaudi_casa_batllo_barcelona,7
05903.png,train,source,museu_nacional_dart_de_catalunya,3
08913.png,test,source,museu_nacional_dart_de_catalunya,3
02131.png,train,source,petronas_towers,1
07828.png,val,source,gaudi_casa_batllo_barcelona,7
07939.png,val,source,st_stephen_cathedral_vienna,4
07076.png,val,source,berlin_cathedral,5
08060.png,val,source,colosseum,0
04907.png,train,source,hagia_sophia,6
08409.png,val,source,st_stephen_cathedral_vienna,4
07759.png,val,source,st_stephen_cathedral_vienna,4
03590.png,train,source,colosseum,0
07169.png,val,source,st_stephen_cathedral_vienna,4
08927.png,test,source,hagia_sophia,6
04966.png,train,source,berlin_cathedral,5
05928.png,train,source,gaudi_casa_batllo_barcelona,7
08349.png,val,source,st_stephen_cathedral_vienna,4
04262.png,train,source,rialto_bridge,2
03280.png,train,source,colosseum,0
02366.png,train,source,berlin_cathedral,5
02600.png,train,source,colosseum,0
03073.png,train,source,museu_nacional_dart_de_catalunya,3
08910.png,test,source,colosseum,0
05740.png,train,source,colosseum,0
07760.png,val,source,colosseum,0
03076.png,train,source,berlin_cathedral,5
07613.png,val,source,museu_nacional_dart_de_catalunya,3
09512.png,test,source,rialto_bridge,2
08251.png,val,source,petronas_towers,1
06192.png,train,source,rialto_bridge,2
08183.png,val,source,museu_nacional_dart_de_catalunya,3
07033.png,val,source,museu_nacional_dart_de_catalunya,3
08023.png,val,source,museu_nacional_dart_de_catalunya,3
03186.png,train,source,berlin_cathedral,5
09103.png,test,source,museu_nacional_dart_de_catalunya,3
05936.png,train,source,berlin_cathedral,5
02517.png,train,source,hagia_sophia,6
05079.png,train,source,st_stephen_cathedral_vienna,4
07047.png,val,source,hagia_sophia,6
02549.png,train,source,st_stephen_cathedral_vienna,4
02562.png,train,source,rialto_bridge,2
09501.png,test,source,petronas_towers,1
09288.png,test,source,gaudi_casa_batllo_barcelona,7
09911.png,test,source,petronas_towers,1
08220.png,val,source,colosseum,0
04636.png,train,source,berlin_cathedral,5
08302.png,val,source,rialto_bridge,2
04612.png,train,source,rialto_bridge,2
04703.png,train,source,museu_nacional_dart_de_catalunya,3
05310.png,train,source,colosseum,0
07679.png,val,source,st_stephen_cathedral_vienna,4
00228.png,train,source,gaudi_casa_batllo_barcelona,7
02507.png,train,source,hagia_sophia,6
06692.png,train,source,rialto_bridge,2
01666.png,train,source,berlin_cathedral,5
09737.png,test,source,hagia_sophia,6
05428.png,train,source,gaudi_casa_batllo_barcelona,7
00057.png,train,source,hagia_sophia,6
07872.png,val,source,rialto_bridge,2
04448.png,train,source,gaudi_casa_batllo_barcelona,7
08321.png,val,source,petronas_towers,1
00866.png,train,source,berlin_cathedral,5
03141.png,train,source,petronas_towers,1
07608.png,val,source,gaudi_casa_batllo_barcelona,7
04520.png,train,source,colosseum,0
07642.png,val,source,rialto_bridge,2
03357.png,train,source,hagia_sophia,6
02039.png,train,source,st_stephen_cathedral_vienna,4
07848.png,val,source,gaudi_casa_batllo_barcelona,7
03733.png,train,source,museu_nacional_dart_de_catalunya,3
07897.png,val,source,hagia_sophia,6
08307.png,val,source,hagia_sophia,6
01218.png,train,source,gaudi_casa_batllo_barcelona,7
09991.png,test,source,petronas_towers,1
07647.png,val,source,hagia_sophia,6
06277.png,train,source,hagia_sophia,6
07537.png,val,source,hagia_sophia,6
05769.png,train,source,st_stephen_cathedral_vienna,4
06600.png,train,source,colosseum,0
06319.png,train,source,st_stephen_cathedral_vienna,4
08586.png,test,source,berlin_cathedral,5
07156.png,val,source,berlin_cathedral,5
08080.png,val,source,colosseum,0
08760.png,test,source,colosseum,0
09229.png,test,source,st_stephen_cathedral_vienna,4
07059.png,val,source,st_stephen_cathedral_vienna,4
01098.png,train,source,gaudi_casa_batllo_barcelona,7
04846.png,train,source,berlin_cathedral,5
01458.png,train,source,gaudi_casa_batllo_barcelona,7
09473.png,test,source,museu_nacional_dart_de_catalunya,3
07356.png,val,source,berlin_cathedral,5
01383.png,train,source,museu_nacional_dart_de_catalunya,3
06498.png,train,source,gaudi_casa_batllo_barcelona,7
00412.png,train,source,rialto_bridge,2
09181.png,test,source,petronas_towers,1
04847.png,train,source,hagia_sophia,6
05152.png,train,source,rialto_bridge,2
00868.png,train,source,gaudi_casa_batllo_barcelona,7
00463.png,train,source,museu_nacional_dart_de_catalunya,3
06190.png,train,source,colosseum,0
04616.png,train,source,berlin_cathedral,5
06948.png,train,source,gaudi_casa_batllo_barcelona,7
02777.png,train,source,hagia_sophia,6
04873.png,train,source,museu_nacional_dart_de_catalunya,3
03982.png,train,source,rialto_bridge,2
08701.png,test,source,petronas_towers,1
01833.png,train,source,museu_nacional_dart_de_catalunya,3
00468.png,train,source,gaudi_casa_batllo_barcelona,7
02538.png,train,source,gaudi_casa_batllo_barcelona,7
03018.png,train,source,gaudi_casa_batllo_barcelona,7
03956.png,train,source,berlin_cathedral,5
01547.png,train,source,hagia_sophia,6
07303.png,val,source,museu_nacional_dart_de_catalunya,3
01060.png,train,source,colosseum,0
09852.png,test,source,rialto_bridge,2
08546.png,test,source,berlin_cathedral,5
01533.png,train,source,museu_nacional_dart_de_catalunya,3
02091.png,train,source,petronas_towers,1
00211.png,train,source,petronas_towers,1
02446.png,train,source,berlin_cathedral,5
07160.png,val,source,colosseum,0
02931.png,train,source,petronas_towers,1
00199.png,train,source,st_stephen_cathedral_vienna,4
07392.png,val,source,rialto_bridge,2
06977.png,train,source,hagia_sophia,6
00836.png,train,source,berlin_cathedral,5
09038.png,test,source,gaudi_casa_batllo_barcelona,7
04010.png,train,source,colosseum,0
08379.png,val,source,st_stephen_cathedral_vienna,4
09167.png,test,source,hagia_sophia,6
07342.png,val,source,rialto_bridge,2
08619.png,test,source,st_stephen_cathedral_vienna,4
09966.png,test,source,berlin_cathedral,5
08188.png,val,source,gaudi_casa_batllo_barcelona,7
01876.png,train,source,berlin_cathedral,5
09643.png,test,source,museu_nacional_dart_de_catalunya,3
06738.png,train,source,gaudi_casa_batllo_barcelona,7
04256.png,train,source,berlin_cathedral,5
02416.png,train,source,berlin_cathedral,5
05606.png,train,source,berlin_cathedral,5
01567.png,train,source,hagia_sophia,6
00787.png,train,source,hagia_sophia,6
09447.png,test,source,hagia_sophia,6
04909.png,train,source,st_stephen_cathedral_vienna,4
02353.png,train,source,museu_nacional_dart_de_catalunya,3
03637.png,train,source,hagia_sophia,6
06530.png,train,source,colosseum,0
00732.png,train,source,rialto_bridge,2
08833.png,test,source,museu_nacional_dart_de_catalunya,3
05859.png,train,source,st_stephen_cathedral_vienna,4
09328.png,test,source,gaudi_casa_batllo_barcelona,7
