filename,semantic_label,partition,numeric_label,task
08573.png,museu_nacional_dart_de_catalunya,test,3,source
09668.png,gaudi_casa_batllo_barcelona,test,7,source
07773.png,museu_nacional_dart_de_catalunya,val,3,source
05950_aug_0.png,colosseum,train,0,source
03913_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07086.png,berlin_cathedral,val,5,source
03422_aug_0.png,rialto_bridge,train,2,source
07056.png,berlin_cathedral,val,5,source
09651.png,petronas_towers,test,1,source
06653_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02450_aug_0.png,colosseum,train,0,source
01697_aug_0.png,hagia_sophia,train,6,source
04927_aug_0.png,hagia_sophia,train,6,source
09247.png,hagia_sophia,test,6,source
03231_aug_0.png,petronas_towers,train,1,source
03217_aug_0.png,hagia_sophia,train,6,source
08176.png,berlin_cathedral,val,5,source
09810.png,colosseum,test,0,source
03821_aug_0.png,petronas_towers,train,1,source
03682_aug_0.png,rialto_bridge,train,2,source
02787_aug_0.png,hagia_sophia,train,6,source
01698_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07329.png,st_stephen_cathedral_vienna,val,4,source
05062_aug_0.png,rialto_bridge,train,2,source
07550.png,colosseum,val,0,source
07407.png,hagia_sophia,val,6,source
04368_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04782_aug_0.png,rialto_bridge,train,2,source
08846.png,berlin_cathedral,test,5,source
06156_aug_0.png,berlin_cathedral,train,5,source
02186_aug_0.png,berlin_cathedral,train,5,source
07066.png,berlin_cathedral,val,5,source
07023.png,museu_nacional_dart_de_catalunya,val,3,source
08480.png,colosseum,val,0,source
05169_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00172_aug_0.png,rialto_bridge,train,2,source
09287.png,hagia_sophia,test,6,source
08143.png,museu_nacional_dart_de_catalunya,val,3,source
07263.png,museu_nacional_dart_de_catalunya,val,3,source
02978_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07822.png,rialto_bridge,val,2,source
03137_aug_0.png,hagia_sophia,train,6,source
00137_aug_0.png,hagia_sophia,train,6,source
09182.png,rialto_bridge,test,2,source
00792_aug_0.png,rialto_bridge,train,2,source
07889.png,st_stephen_cathedral_vienna,val,4,source
01209_aug_0.png,st_stephen_cathedral_vienna,train,4,source
03727_aug_0.png,hagia_sophia,train,6,source
07843.png,museu_nacional_dart_de_catalunya,val,3,source
05442_aug_0.png,rialto_bridge,train,2,source
02683_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
06182_aug_0.png,rialto_bridge,train,2,source
00428_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04543_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
04746_aug_0.png,berlin_cathedral,train,5,source
05926_aug_0.png,berlin_cathedral,train,5,source
08340.png,colosseum,val,0,source
05300_aug_0.png,colosseum,train,0,source
07993.png,museu_nacional_dart_de_catalunya,val,3,source
03417_aug_0.png,hagia_sophia,train,6,source
04067_aug_0.png,hagia_sophia,train,6,source
07358.png,gaudi_casa_batllo_barcelona,val,7,source
06016_aug_0.png,berlin_cathedral,train,5,source
00180_aug_0.png,colosseum,train,0,source
00776_aug_0.png,berlin_cathedral,train,5,source
03043_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07458.png,gaudi_casa_batllo_barcelona,val,7,source
03111_aug_0.png,petronas_towers,train,1,source
05788_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05051_aug_0.png,petronas_towers,train,1,source
03220_aug_0.png,colosseum,train,0,source
02108_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00473_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09650.png,colosseum,test,0,source
08187.png,hagia_sophia,val,6,source
08758.png,gaudi_casa_batllo_barcelona,test,7,source
00177_aug_0.png,hagia_sophia,train,6,source
00008_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09326.png,berlin_cathedral,test,5,source
07810.png,colosseum,val,0,source
03842_aug_0.png,rialto_bridge,train,2,source
03901_aug_0.png,petronas_towers,train,1,source
07470.png,colosseum,val,0,source
07216.png,berlin_cathedral,val,5,source
07328.png,gaudi_casa_batllo_barcelona,val,7,source
07082.png,rialto_bridge,val,2,source
08596.png,berlin_cathedral,test,5,source
03543_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08908.png,gaudi_casa_batllo_barcelona,test,7,source
03188_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08843.png,museu_nacional_dart_de_catalunya,test,3,source
01678_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09836.png,berlin_cathedral,test,5,source
01881_aug_0.png,petronas_towers,train,1,source
08780.png,colosseum,test,0,source
08626.png,berlin_cathedral,test,5,source
06663_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01578_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04282_aug_0.png,rialto_bridge,train,2,source
08529.png,st_stephen_cathedral_vienna,test,4,source
08569.png,st_stephen_cathedral_vienna,test,4,source
08283.png,museu_nacional_dart_de_catalunya,val,3,source
08688.png,gaudi_casa_batllo_barcelona,test,7,source
06729_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04939_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01321_aug_0.png,petronas_towers,train,1,source
03730_aug_0.png,colosseum,train,0,source
04158_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06903_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09626.png,berlin_cathedral,test,5,source
07998.png,gaudi_casa_batllo_barcelona,val,7,source
05903_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08913.png,museu_nacional_dart_de_catalunya,test,3,source
02131_aug_0.png,petronas_towers,train,1,source
07828.png,gaudi_casa_batllo_barcelona,val,7,source
07939.png,st_stephen_cathedral_vienna,val,4,source
07076.png,berlin_cathedral,val,5,source
08060.png,colosseum,val,0,source
04907_aug_0.png,hagia_sophia,train,6,source
08409.png,st_stephen_cathedral_vienna,val,4,source
07759.png,st_stephen_cathedral_vienna,val,4,source
03590_aug_0.png,colosseum,train,0,source
07169.png,st_stephen_cathedral_vienna,val,4,source
08927.png,hagia_sophia,test,6,source
04966_aug_0.png,berlin_cathedral,train,5,source
05928_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08349.png,st_stephen_cathedral_vienna,val,4,source
04262_aug_0.png,rialto_bridge,train,2,source
03280_aug_0.png,colosseum,train,0,source
02366_aug_0.png,berlin_cathedral,train,5,source
02600_aug_0.png,colosseum,train,0,source
03073_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08910.png,colosseum,test,0,source
05740_aug_0.png,colosseum,train,0,source
07760.png,colosseum,val,0,source
03076_aug_0.png,berlin_cathedral,train,5,source
07613.png,museu_nacional_dart_de_catalunya,val,3,source
09512.png,rialto_bridge,test,2,source
08251.png,petronas_towers,val,1,source
06192_aug_0.png,rialto_bridge,train,2,source
08183.png,museu_nacional_dart_de_catalunya,val,3,source
07033.png,museu_nacional_dart_de_catalunya,val,3,source
08023.png,museu_nacional_dart_de_catalunya,val,3,source
03186_aug_0.png,berlin_cathedral,train,5,source
09103.png,museu_nacional_dart_de_catalunya,test,3,source
05936_aug_0.png,berlin_cathedral,train,5,source
02517_aug_0.png,hagia_sophia,train,6,source
05079_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07047.png,hagia_sophia,val,6,source
02549_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02562_aug_0.png,rialto_bridge,train,2,source
09501.png,petronas_towers,test,1,source
09288.png,gaudi_casa_batllo_barcelona,test,7,source
09911.png,petronas_towers,test,1,source
08220.png,colosseum,val,0,source
04636_aug_0.png,berlin_cathedral,train,5,source
08302.png,rialto_bridge,val,2,source
04612_aug_0.png,rialto_bridge,train,2,source
04703_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05310_aug_0.png,colosseum,train,0,source
07679.png,st_stephen_cathedral_vienna,val,4,source
00228_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02507_aug_0.png,hagia_sophia,train,6,source
06692_aug_0.png,rialto_bridge,train,2,source
01666_aug_0.png,berlin_cathedral,train,5,source
09737.png,hagia_sophia,test,6,source
05428_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00057_aug_0.png,hagia_sophia,train,6,source
07872.png,rialto_bridge,val,2,source
04448_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08321.png,petronas_towers,val,1,source
00866_aug_0.png,berlin_cathedral,train,5,source
03141_aug_0.png,petronas_towers,train,1,source
07608.png,gaudi_casa_batllo_barcelona,val,7,source
04520_aug_0.png,colosseum,train,0,source
07642.png,rialto_bridge,val,2,source
03357_aug_0.png,hagia_sophia,train,6,source
02039_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07848.png,gaudi_casa_batllo_barcelona,val,7,source
03733_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07897.png,hagia_sophia,val,6,source
08307.png,hagia_sophia,val,6,source
01218_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09991.png,petronas_towers,test,1,source
07647.png,hagia_sophia,val,6,source
06277_aug_0.png,hagia_sophia,train,6,source
07537.png,hagia_sophia,val,6,source
05769_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06600_aug_0.png,colosseum,train,0,source
06319_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08586.png,berlin_cathedral,test,5,source
07156.png,berlin_cathedral,val,5,source
08080.png,colosseum,val,0,source
08760.png,colosseum,test,0,source
09229.png,st_stephen_cathedral_vienna,test,4,source
07059.png,st_stephen_cathedral_vienna,val,4,source
01098_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04846_aug_0.png,berlin_cathedral,train,5,source
01458_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09473.png,museu_nacional_dart_de_catalunya,test,3,source
07356.png,berlin_cathedral,val,5,source
01383_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
06498_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00412_aug_0.png,rialto_bridge,train,2,source
09181.png,petronas_towers,test,1,source
04847_aug_0.png,hagia_sophia,train,6,source
05152_aug_0.png,rialto_bridge,train,2,source
00868_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00463_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
06190_aug_0.png,colosseum,train,0,source
04616_aug_0.png,berlin_cathedral,train,5,source
06948_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02777_aug_0.png,hagia_sophia,train,6,source
04873_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03982_aug_0.png,rialto_bridge,train,2,source
08701.png,petronas_towers,test,1,source
01833_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00468_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02538_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
03018_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
03956_aug_0.png,berlin_cathedral,train,5,source
01547_aug_0.png,hagia_sophia,train,6,source
07303.png,museu_nacional_dart_de_catalunya,val,3,source
01060_aug_0.png,colosseum,train,0,source
09852.png,rialto_bridge,test,2,source
08546.png,berlin_cathedral,test,5,source
01533_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02091_aug_0.png,petronas_towers,train,1,source
00211_aug_0.png,petronas_towers,train,1,source
02446_aug_0.png,berlin_cathedral,train,5,source
07160.png,colosseum,val,0,source
02931_aug_0.png,petronas_towers,train,1,source
00199_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07392.png,rialto_bridge,val,2,source
06977_aug_0.png,hagia_sophia,train,6,source
00836_aug_0.png,berlin_cathedral,train,5,source
09038.png,gaudi_casa_batllo_barcelona,test,7,source
04010_aug_0.png,colosseum,train,0,source
08379.png,st_stephen_cathedral_vienna,val,4,source
09167.png,hagia_sophia,test,6,source
07342.png,rialto_bridge,val,2,source
08619.png,st_stephen_cathedral_vienna,test,4,source
09966.png,berlin_cathedral,test,5,source
08188.png,gaudi_casa_batllo_barcelona,val,7,source
01876_aug_0.png,berlin_cathedral,train,5,source
09643.png,museu_nacional_dart_de_catalunya,test,3,source
06738_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04256_aug_0.png,berlin_cathedral,train,5,source
02416_aug_0.png,berlin_cathedral,train,5,source
05606_aug_0.png,berlin_cathedral,train,5,source
01567_aug_0.png,hagia_sophia,train,6,source
00787_aug_0.png,hagia_sophia,train,6,source
09447.png,hagia_sophia,test,6,source
04909_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02353_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03637_aug_0.png,hagia_sophia,train,6,source
06530_aug_0.png,colosseum,train,0,source
00732_aug_0.png,rialto_bridge,train,2,source
08833.png,museu_nacional_dart_de_catalunya,test,3,source
05859_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09328.png,gaudi_casa_batllo_barcelona,test,7,source
00773_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08652.png,rialto_bridge,test,2,source
09769.png,st_stephen_cathedral_vienna,test,4,source
04811_aug_0.png,petronas_towers,train,1,source
09290.png,colosseum,test,0,source
05466_aug_0.png,berlin_cathedral,train,5,source
03381_aug_0.png,petronas_towers,train,1,source
09366.png,berlin_cathedral,test,5,source
07077.png,hagia_sophia,val,6,source
07427.png,hagia_sophia,val,6,source
08499.png,st_stephen_cathedral_vienna,val,4,source
03610_aug_0.png,colosseum,train,0,source
09138.png,gaudi_casa_batllo_barcelona,test,7,source
09457.png,hagia_sophia,test,6,source
07136.png,berlin_cathedral,val,5,source
02262_aug_0.png,rialto_bridge,train,2,source
05381_aug_0.png,petronas_towers,train,1,source
07629.png,st_stephen_cathedral_vienna,val,4,source
02968_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02191_aug_0.png,petronas_towers,train,1,source
02386_aug_0.png,berlin_cathedral,train,5,source
07417.png,hagia_sophia,val,6,source
00549_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04232_aug_0.png,rialto_bridge,train,2,source
07006.png,berlin_cathedral,val,5,source
07401.png,petronas_towers,val,1,source
00953_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05630_aug_0.png,colosseum,train,0,source
05771_aug_0.png,petronas_towers,train,1,source
08426.png,berlin_cathedral,val,5,source
01973_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00710_aug_0.png,colosseum,train,0,source
08318.png,gaudi_casa_batllo_barcelona,val,7,source
05467_aug_0.png,hagia_sophia,train,6,source
05089_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07956.png,berlin_cathedral,val,5,source
05966_aug_0.png,berlin_cathedral,train,5,source
07597.png,hagia_sophia,val,6,source
04248_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05420_aug_0.png,colosseum,train,0,source
00717_aug_0.png,hagia_sophia,train,6,source
02451_aug_0.png,petronas_towers,train,1,source
01130_aug_0.png,colosseum,train,0,source
07391.png,petronas_towers,val,1,source
05496_aug_0.png,berlin_cathedral,train,5,source
06661_aug_0.png,petronas_towers,train,1,source
08138.png,gaudi_casa_batllo_barcelona,val,7,source
06033_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07319.png,st_stephen_cathedral_vienna,val,4,source
08411.png,petronas_towers,val,1,source
09196.png,berlin_cathedral,test,5,source
07979.png,st_stephen_cathedral_vienna,val,4,source
06171_aug_0.png,petronas_towers,train,1,source
04512_aug_0.png,rialto_bridge,train,2,source
07360.png,colosseum,val,0,source
03582_aug_0.png,rialto_bridge,train,2,source
02249_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02876_aug_0.png,berlin_cathedral,train,5,source
08181.png,petronas_towers,val,1,source
08543.png,museu_nacional_dart_de_catalunya,test,3,source
00750_aug_0.png,colosseum,train,0,source
01591_aug_0.png,petronas_towers,train,1,source
03437_aug_0.png,hagia_sophia,train,6,source
08802.png,rialto_bridge,test,2,source
05613_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08617.png,hagia_sophia,test,6,source
05688_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06928_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07123.png,museu_nacional_dart_de_catalunya,val,3,source
01627_aug_0.png,hagia_sophia,train,6,source
03418_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06363_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07476.png,berlin_cathedral,val,5,source
00308_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04567_aug_0.png,hagia_sophia,train,6,source
04431_aug_0.png,petronas_towers,train,1,source
08083.png,museu_nacional_dart_de_catalunya,val,3,source
04102_aug_0.png,rialto_bridge,train,2,source
02546_aug_0.png,berlin_cathedral,train,5,source
05351_aug_0.png,petronas_towers,train,1,source
08859.png,st_stephen_cathedral_vienna,test,4,source
05850_aug_0.png,colosseum,train,0,source
06501_aug_0.png,petronas_towers,train,1,source
02173_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02740_aug_0.png,colosseum,train,0,source
05410_aug_0.png,colosseum,train,0,source
03908_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09819.png,st_stephen_cathedral_vienna,test,4,source
03093_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
06153_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09023.png,museu_nacional_dart_de_catalunya,test,3,source
09872.png,rialto_bridge,test,2,source
08863.png,museu_nacional_dart_de_catalunya,test,3,source
04857_aug_0.png,hagia_sophia,train,6,source
01763_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01647_aug_0.png,hagia_sophia,train,6,source
04779_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02128_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06338_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02078_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01952_aug_0.png,rialto_bridge,train,2,source
00242_aug_0.png,rialto_bridge,train,2,source
08693.png,museu_nacional_dart_de_catalunya,test,3,source
08030.png,colosseum,val,0,source
04513_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09907.png,hagia_sophia,test,6,source
03883_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05299_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02256_aug_0.png,berlin_cathedral,train,5,source
08020.png,colosseum,val,0,source
08902.png,rialto_bridge,test,2,source
06053_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03938_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08667.png,hagia_sophia,test,6,source
03506_aug_0.png,berlin_cathedral,train,5,source
05677_aug_0.png,hagia_sophia,train,6,source
09263.png,museu_nacional_dart_de_catalunya,test,3,source
03219_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04820_aug_0.png,colosseum,train,0,source
01693_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05589_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04202_aug_0.png,rialto_bridge,train,2,source
03518_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
03562_aug_0.png,rialto_bridge,train,2,source
01052_aug_0.png,rialto_bridge,train,2,source
08609.png,st_stephen_cathedral_vienna,test,4,source
07619.png,st_stephen_cathedral_vienna,val,4,source
07472.png,rialto_bridge,val,2,source
07159.png,st_stephen_cathedral_vienna,val,4,source
08823.png,museu_nacional_dart_de_catalunya,test,3,source
02860_aug_0.png,colosseum,train,0,source
08211.png,petronas_towers,val,1,source
09802.png,rialto_bridge,test,2,source
06026_aug_0.png,berlin_cathedral,train,5,source
02216_aug_0.png,berlin_cathedral,train,5,source
07228.png,gaudi_casa_batllo_barcelona,val,7,source
07273.png,museu_nacional_dart_de_catalunya,val,3,source
04062_aug_0.png,rialto_bridge,train,2,source
03309_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05376_aug_0.png,berlin_cathedral,train,5,source
09942.png,rialto_bridge,test,2,source
08972.png,rialto_bridge,test,2,source
01492_aug_0.png,rialto_bridge,train,2,source
09003.png,museu_nacional_dart_de_catalunya,test,3,source
07717.png,hagia_sophia,val,6,source
01463_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
06720_aug_0.png,colosseum,train,0,source
01366_aug_0.png,berlin_cathedral,train,5,source
01898_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04267_aug_0.png,hagia_sophia,train,6,source
09841.png,petronas_towers,test,1,source
07312.png,rialto_bridge,val,2,source
05236_aug_0.png,berlin_cathedral,train,5,source
01871_aug_0.png,petronas_towers,train,1,source
05626_aug_0.png,berlin_cathedral,train,5,source
05017_aug_0.png,hagia_sophia,train,6,source
02326_aug_0.png,berlin_cathedral,train,5,source
04566_aug_0.png,berlin_cathedral,train,5,source
08590.png,colosseum,test,0,source
04982_aug_0.png,rialto_bridge,train,2,source
00689_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01151_aug_0.png,petronas_towers,train,1,source
05861_aug_0.png,petronas_towers,train,1,source
02440_aug_0.png,colosseum,train,0,source
09526.png,berlin_cathedral,test,5,source
08197.png,hagia_sophia,val,6,source
00007_aug_0.png,hagia_sophia,train,6,source
07581.png,petronas_towers,val,1,source
05288_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04330_aug_0.png,colosseum,train,0,source
06448_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01419_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00559_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09672.png,rialto_bridge,test,2,source
01773_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08871.png,petronas_towers,test,1,source
07518.png,gaudi_casa_batllo_barcelona,val,7,source
06776_aug_0.png,berlin_cathedral,train,5,source
07027.png,hagia_sophia,val,6,source
09273.png,museu_nacional_dart_de_catalunya,test,3,source
08468.png,gaudi_casa_batllo_barcelona,val,7,source
04582_aug_0.png,rialto_bridge,train,2,source
07346.png,berlin_cathedral,val,5,source
08478.png,gaudi_casa_batllo_barcelona,val,7,source
06151_aug_0.png,petronas_towers,train,1,source
00597_aug_0.png,hagia_sophia,train,6,source
09949.png,st_stephen_cathedral_vienna,test,4,source
05176_aug_0.png,berlin_cathedral,train,5,source
07970.png,colosseum,val,0,source
01523_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00421_aug_0.png,petronas_towers,train,1,source
00823_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01512_aug_0.png,rialto_bridge,train,2,source
00513_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05461_aug_0.png,petronas_towers,train,1,source
08018.png,gaudi_casa_batllo_barcelona,val,7,source
06017_aug_0.png,hagia_sophia,train,6,source
01682_aug_0.png,rialto_bridge,train,2,source
02897_aug_0.png,hagia_sophia,train,6,source
08351.png,petronas_towers,val,1,source
04482_aug_0.png,rialto_bridge,train,2,source
00139_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04921_aug_0.png,petronas_towers,train,1,source
00908_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07350.png,colosseum,val,0,source
02352_aug_0.png,rialto_bridge,train,2,source
08893.png,museu_nacional_dart_de_catalunya,test,3,source
08233.png,museu_nacional_dart_de_catalunya,val,3,source
02673_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09228.png,gaudi_casa_batllo_barcelona,test,7,source
02943_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07713.png,museu_nacional_dart_de_catalunya,val,3,source
02757_aug_0.png,hagia_sophia,train,6,source
06497_aug_0.png,hagia_sophia,train,6,source
08363.png,museu_nacional_dart_de_catalunya,val,3,source
02890_aug_0.png,colosseum,train,0,source
08052.png,rialto_bridge,val,2,source
04239_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09332.png,rialto_bridge,test,2,source
07399.png,st_stephen_cathedral_vienna,val,4,source
09152.png,rialto_bridge,test,2,source
02207_aug_0.png,hagia_sophia,train,6,source
09771.png,petronas_towers,test,1,source
03253_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02076_aug_0.png,berlin_cathedral,train,5,source
01603_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00671_aug_0.png,petronas_towers,train,1,source
08537.png,hagia_sophia,test,6,source
01918_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07917.png,hagia_sophia,val,6,source
09033.png,museu_nacional_dart_de_catalunya,test,3,source
06647_aug_0.png,hagia_sophia,train,6,source
06996_aug_0.png,berlin_cathedral,train,5,source
07943.png,museu_nacional_dart_de_catalunya,val,3,source
07478.png,gaudi_casa_batllo_barcelona,val,7,source
03878_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02270_aug_0.png,colosseum,train,0,source
03121_aug_0.png,petronas_towers,train,1,source
00911_aug_0.png,petronas_towers,train,1,source
09148.png,gaudi_casa_batllo_barcelona,test,7,source
06228_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02572_aug_0.png,rialto_bridge,train,2,source
04358_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05577_aug_0.png,hagia_sophia,train,6,source
07013.png,museu_nacional_dart_de_catalunya,val,3,source
09476.png,berlin_cathedral,test,5,source
05511_aug_0.png,petronas_towers,train,1,source
06548_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08236.png,berlin_cathedral,val,5,source
04307_aug_0.png,hagia_sophia,train,6,source
00279_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08777.png,hagia_sophia,test,6,source
09131.png,petronas_towers,test,1,source
07652.png,rialto_bridge,val,2,source
07441.png,petronas_towers,val,1,source
02536_aug_0.png,berlin_cathedral,train,5,source
08670.png,colosseum,test,0,source
02732_aug_0.png,rialto_bridge,train,2,source
05438_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07021.png,petronas_towers,val,1,source
09477.png,hagia_sophia,test,6,source
07166.png,berlin_cathedral,val,5,source
01348_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08460.png,colosseum,val,0,source
09798.png,gaudi_casa_batllo_barcelona,test,7,source
08199.png,st_stephen_cathedral_vienna,val,4,source
01222_aug_0.png,rialto_bridge,train,2,source
00636_aug_0.png,berlin_cathedral,train,5,source
06099_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09153.png,museu_nacional_dart_de_catalunya,test,3,source
08722.png,rialto_bridge,test,2,source
02743_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03348_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00198_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08730.png,colosseum,test,0,source
05280_aug_0.png,colosseum,train,0,source
06103_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
04673_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05547_aug_0.png,hagia_sophia,train,6,source
08040.png,colosseum,val,0,source
08682.png,rialto_bridge,test,2,source
09110.png,colosseum,test,0,source
03020_aug_0.png,colosseum,train,0,source
04611_aug_0.png,petronas_towers,train,1,source
03122_aug_0.png,rialto_bridge,train,2,source
05026_aug_0.png,berlin_cathedral,train,5,source
01986_aug_0.png,berlin_cathedral,train,5,source
00511_aug_0.png,petronas_towers,train,1,source
09858.png,gaudi_casa_batllo_barcelona,test,7,source
09637.png,hagia_sophia,test,6,source
06642_aug_0.png,rialto_bridge,train,2,source
05229_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08433.png,museu_nacional_dart_de_catalunya,val,3,source
04046_aug_0.png,berlin_cathedral,train,5,source
07388.png,gaudi_casa_batllo_barcelona,val,7,source
06837_aug_0.png,hagia_sophia,train,6,source
03238_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
