reviewText,unixReviewTime,reviewTime,rating,label
"This movie was missing the humor and rhythm the first two had. If you loved the first two, maybe watch it, but I would not recommend watching this movie.",1361318400,"02 20, 2013",2.0,-1
"I started to watch it, couldn't keep my attention.  Never watched the whole thing.",1435536000,"06 29, 2015",2.0,-1
just put into collection!,1439078400,"08 9, 2015",5.0,1
it's ok movie.,1419120000,"12 21, 2014",3.0,0
"I was really looking forward to seeing this movie, but it's all in subtitles!  I don't mind some, but having them through the entire movie got annoying and made my eyes SUPER tired!  I would recommend this if you don't mind reading through movies, but don't recommend it if you're like me and don't wanna read through your movies and get tired.",1510012800,"11 7, 2017",3.0,0
Really stupid. What a waste of time.,1470787200,"08 10, 2016",1.0,-1
Ridiculous,1468108800,"07 10, 2016",1.0,-1
This was mediocre at best not that funny and overall not very good.,1423094400,"02 5, 2015",2.0,-1
A,1411516800,"09 24, 2014",5.0,1
"This was an awesome ,wonderful series..Fell in love with all the actors..",1468195200,"07 11, 2016",5.0,1
"Wow , I  really enjoyed this well crafted one man show. Never have seen a movie like this , will not satisfy everyone who may be looking for something mainstream , but if you enjoy deep characters and how they think and why...you will enjoy this. Not sure how many actors could pull off a movie like this.. Tom Hardy was excellent and shows what he is capable of. A Great movie that is refreshingly  different. The depth of character development is impressive .",1424563200,"02 22, 2015",4.0,1
Anime is great but everytime I order the disc skips,1519862400,"03 1, 2018",2.0,-1
Amazing cast of actors and writers.  Fantastic series!,1407283200,"08 6, 2014",5.0,1
Classic.,1425945600,"03 10, 2015",5.0,1
This is a great movie DVD and the actors are perfectly cast for their roles. I have watched it several times already.,1359763200,"02 2, 2013",5.0,1
"My daughter loves Belle, so of course we had to get this movie. Though it was nice to hear the original voice cast, the songs were so bland and horrible. I want my money back.",1322697600,"12 1, 2011",2.0,-1
Wonderful period piece with great actors. It is historically accurate enough to be fascinating in the details.,1515715200,"01 12, 2018",5.0,1
I saw both Japanese and English Version. Both are good. I like the English version better. The voice actor did a good job but seem little. Both artwork and the story was good enough. I think they could do better!,1481673600,"12 14, 2016",5.0,1
"1984 I'm sure is a classic, I'm troubled by the nudity that was not needed in the movie. The story line is one we can learn from. Just not sure and don't agree that our kids in school should have to watch this. A bit much to take in.",1392249600,"02 13, 2014",2.0,-1
I would have to say I bought this Collection thinking that it had Steve Burns on the DVD's how very disappointing to get it and find out that Joe is on it instead.  My daughter will not watch Joe for anything.  They need to get more DVD's with Steve on them.  There great video's if your kids like Joe but if not don't waste the money.,1109289600,"02 25, 2005",3.0,0
"quality of the film was a little grainy, but the film was pretty good, I almost cried when the star of the movie, the pig died.",1456790400,"03 1, 2016",4.0,1
Tom Hardy is fantastic in this very unique film...he may be one of today's most underrated actors.,1445558400,"10 23, 2015",5.0,1
What is this even about? I love it.,1430956800,"05 7, 2015",5.0,1
"I did not enjoy this series as I thought I would.  It was dark and depressing for much of the series.  The actors were credible and did as much as they could with the subject matter.  I guess I'm glad I saw it, for pure curiosity sake.  But do not care to see it again.",1375747200,"08 6, 2013",3.0,0
"Slow progression.  Characters were not developed very much.  Bad writing, acting, and screen play.  Attempted to borrow too much from the Alien anthology.I do not recommend this movie.",1448064000,"11 21, 2015",2.0,-1
Did not like it much,1433808000,"06 9, 2015",2.0,-1
"This has to be one of the best movies ever made.  It is the flawless version of a beloved classic.  Readers who love the book will love this movie because it remains faithful to not only the plot of but the mood of the story.  Also, the acting is excellant.  There is really no weak character.Many people are turned off by how long it is, but it is not so bad.  Whenever I watch it, it seems that only a couple of hours have passed.  The time will fly by, it is that good.Colin FIrth is the best part of the film.  He's never looked better in any movie and he is really a great actor.",1098230400,"10 20, 2004",5.0,1
"i do not understand why everyone treats this show as some kind of classic. if you want really good cop drama, save your money and pick up the shield or hill street blues. average at best.",1369785600,"05 29, 2013",3.0,0
We love the Actors..Movie suck..Sorry.,1424822400,"02 25, 2015",2.0,-1
No thanks.,1440028800,"08 20, 2015",3.0,0
Ok,1410393600,"09 11, 2014",2.0,-1
"Simple plots, predictable, occasionally boring!",1438992000,"08 8, 2015",3.0,0
"We watched twenty minutes or so before we dumped it. It is very obviously a low-budget production with actors who may eventually become better after several more films.  We had better ways to spend our evening.We also had not expected a Spanish language film with subtitles.  Nothing particularly wrong with that, because we can understand Spanish, too; it was just not expected from the film description and title.",1474675200,"09 24, 2016",1.0,-1
somewhat entertaining,1436054400,"07 5, 2015",3.0,0
Just okay. I kept seeing a small town sheriff instead of Winston Churchill.,1444262400,"10 8, 2015",3.0,0
"Great and interesting show when first aired. Seeing it in the 2000's, it shows its age in too many ways.",1421798400,"01 21, 2015",3.0,0
i enjoyed the purchase.,1426204800,"03 13, 2015",3.0,0
Don't waste your time,1428710400,"04 11, 2015",1.0,-1
There are no words to express how bad this was.,1418169600,"12 10, 2014",1.0,-1
EXCELLENT movie!!!,1484697600,"01 18, 2017",5.0,1
One of the best actors staring in 4 GREAT movies.  Well worth the price of the film.  Would recommend this film to everyone.,1483142400,"12 31, 2016",5.0,1
as described,1409011200,"08 26, 2014",3.0,0
okay movie,1407369600,"08 7, 2014",3.0,0
Not very believable,1454198400,"01 31, 2016",2.0,-1
Moved too slow and hard to understand.,1464307200,"05 27, 2016",3.0,0
I love all three of the main actors and it's a great action/romance movie.,1467590400,"07 4, 2016",5.0,1
Not the new one. My bad.,1526947200,"05 22, 2018",1.0,-1
Did not like the production of the film and thought it had bad acting. Got bored right away,1417219200,"11 29, 2014",1.0,-1
DO NOT GET THIS!!!,1487635200,"02 21, 2017",1.0,-1
"I love this mini series, and had it on vhs, but now got it REALLY CHEAP on dvd..arrived in brand new condition, and is a lot of fun to watch..actors are fun, and the wolf is adorable..thanks for having it for me to order...this seller gets an A+ for prompt service..thank you",1383177600,"10 31, 2013",5.0,1
"This is a very edgy series and I enjoyed the stories and action very much.  However, I'm not thrilled with the choice of actors, so I probably won't buy any further seasons.",1303948800,"04 28, 2011",3.0,0
I thought it was well acted but the writing was a little far fetched and choppy.,1467676800,"07 5, 2016",3.0,0
"The main actors in this film do well, and the atmosphere is good and creepy.  Too bad the story isn't more compelling or less confusing.  The ending is especially odd, given the woman's history.",1315958400,"09 14, 2011",3.0,0
All violence all the time.,1478908800,"11 12, 2016",3.0,0
"Could of have been better, seems like it just sort of dragged on without much character development of the side relationships",1444608000,"10 12, 2015",3.0,0
5 stars,1441152000,"09 2, 2015",5.0,1
Stopped watching after a few minutes,1474243200,"09 19, 2016",1.0,-1
thank,1429920000,"04 25, 2015",5.0,1
"So I chose a TWO star rating because I didn't like this movie so much that I could even finish watching it! That's also why my review ins't fair, because I didn't finish watching it. I though that because the PLAY had people I'd normally love to watch that it would eventually take a turn for the better but it never happened. The beginning was bland but I kept watching, when all the friend started coming it was boring but I kept watching. eventually when nothing but I boring conversation kept continuing I had to stop it. Maybe I'll give it a try again...",1381104000,"10 7, 2013",2.0,-1
"All I can say about New Tricks is if you haven't seen this series, don't deny yourself the pleasure any longer. You can start with any of the seasons, but it's more fun to start with season 1 and move through them in order because you get to know the characters better that way. This is a fun series and it's also serious. The actors work so well together that you will be sorry when you finish each season and will look forward to the next.",1355875200,"12 19, 2012",5.0,1
great picture,1405900800,"07 21, 2014",5.0,1
"This Friday film had a really entertaining cast, and a really entertaining backstory and 'big chasing/ending'It was the only sequel that really scared me as a little kid when I used to rent these at the video store nearly ten years ago. The blu ray looks fantastic and the 3D version is of course, classic. Good sequel, fun series. Great blu ray, recommended",1245456000,"06 20, 2009",4.0,1
"I am a Tom Hardy fan.  This was a interesting story, and some of it really happened.  I would have given it more stars if Tom Hardy was the leading actor. Otherwise, you learn a lot about the French Foreign Legion---if you want to know more about it.",1449100800,"12 3, 2015",3.0,0
"I have watched this movie over and over again since I purchased the DVD some three years ago, and it still hasn't lost any of it's magic!  The music/score, the actors, the action!  Simply the best of the best!  Warner Brothers pulled out all the stops for this one ladies and gentlemen!  Get your copy - good at any price if you want to see a ""golden"" golden-age-of-hollywood movie!  Five stars!!",1134604800,"12 15, 2005",5.0,1
"I was completely surprised how much I liked the flick, but the cast and characters brought back memories of the classic show, along with hard core action it was pretty dang good.",1324944000,"12 27, 2011",4.0,1
"I have to give this 5 stars just for the amazing scenes with Betty and the soap star. Supporting actors Freeman and Rock as the father son hitman team are nice comic relief, but they merit their own movie.  No matter how funny they were, Zellweger owns this movie and it suffered every second she wasn't onscreen.",1340582400,"06 25, 2012",5.0,1
"Liked the concept & cast, but 'talked back' to the movie around it's lack of imagination in predictable plot points and what felt like 'lazy' plot holes. Lazy because of production time pressure or lack of resources (?), but noticeable after films like the Matrix trilogy & TV shows like Revolution.",1410134400,"09 8, 2014",3.0,0
"Once again unforgiveable liberties have been taken with a book to create sensationalistic but ridiculous results. Admitedly I am a fan of Phil Rickman's non-merrily novels (can not for the life of me figure out why he decided to write a series based on his weakest and most unlikable character, but here it is.) so I will state that if network television is going to butcher his novels at least they aren't messing with his best work.Midwinter of the spirit was not the greatest of literary or even paranormal work but it was tremendously better than this hot mess of an adaptation. The entire premise of the novel was thrown out to literally focus on and grotesquely expand on a subplot from the original story. And if you thought Merrily was a short bus ride in the novels the producers here decided to make it abundantly clear why this woman is one of the worst ever created by instilling a level of hysteria that the original Merrily is too dim-witted to reach in the novels. I honestly can not believe the actress agreed to this job. She is does well in other projects so she can't be hurting for work. And Phil Rickman is a fool if he isn't doing everything he can to prevent this kind of butchery from happening to the rest of his books in the future.",1478217600,"11 4, 2016",1.0,-1
"It is a simple horror movie. Don't keep your hopes up. I would say ""it's an average movie"".",1423440000,"02 9, 2015",3.0,0
"For those who haven't seen the movie yet, DO NOT LOOK AT THE BLU-RAY COVER ART!!!Who approved the Blu-ray cover?? It's not just a minor spoiler, it's a MAJOR, MAJOR PLOT SPOILER!Good thing I've seen the movie already...and the movie as a whole is not that good...it was good during the first 30 minutes though.",1292371200,"12 15, 2010",2.0,-1
low budget waste of time. not sure why they even waste time making movies like this. don't bother with this movie,1384387200,"11 14, 2013",1.0,-1
Package was messed up.,1424908800,"02 26, 2015",2.0,-1
Product as described. Thanks.,1469404800,"07 25, 2016",5.0,1
"With all the great actors in this film, it's amazing that it is so bad.  I couldn't stomach more than 15 minutes before I had to turn it off.",1359331200,"01 28, 2013",1.0,-1
"This movie is a gem. No guns, no explicit sex.  It has real people, and all actors superb at playing real people.",1433721600,"06 8, 2015",5.0,1
"Outstanding, even better than season one,  good actor development, evolving story line, and this show just keeps getting better, and better.",1374019200,"07 17, 2013",5.0,1
Quite amusing.,1467504000,"07 3, 2016",4.0,1
"Could have been a good movie, instead its preposterous.",1449878400,"12 12, 2015",2.0,-1
nice,1461456000,"04 24, 2016",3.0,0
"Very bad movie, I turned it off after about 15 minutes.",1475107200,"09 29, 2016",1.0,-1
"The problem with this movie is that it was terribly filmed. It is a strain on the ears and eyes to make out anything being said and filmed. Wilson is an interesting guy, but I suggest you stick to his writing to get the flavor of what he has to say.",1395705600,"03 25, 2014",1.0,-1
A classic...if you haven't watched this movie do so before you die. Once a Mel Brooks fan always a Mel Brooks fan,1400371200,"05 18, 2014",5.0,1
I loved this movie & all the actors were superb.,1473724800,"09 13, 2016",5.0,1
One of the best,1503705600,"08 26, 2017",4.0,1
"entertaining, but not outstanding",1471132800,"08 14, 2016",3.0,0
A Xmas Classic.  Don't Shoot Your Eye out ordering it!,1516492800,"01 21, 2018",5.0,1
"For the last 2 hours, l have been trying to get season 1-4 of ""How  the universe works"" on a one-disc-set  blu-ray. I just cannot find it. Wherever I look, it seems to only come as one season per disc. If someone out there has found a 4-disc-set, please let me know. Thx.!",1450742400,"12 22, 2015",4.0,1
Okay......I liked the actors very much.,1420761600,"01 9, 2015",3.0,0
For the price it was ok.  Not very credible and I wish the actor was a little more clean cut.  He seemed likes he needed a bath throughout the entire movie,1436400000,"07 9, 2015",1.0,-1
Great show.  Enjoying it all the time. Great actors.,1466640000,"06 23, 2016",5.0,1
...one of Redford's best...,1424390400,"02 20, 2015",4.0,1
"It was pretty good, they followed the book well and didn't get too graphic. It just felt like they skipped some of the little stuff which is what makes the big stuff more believable. Overall it was not badly done and I will watch the sequels.",1435449600,"06 28, 2015",3.0,0
as usual the original was best.  this was OK if your that interested in Hannibal,1465776000,"06 13, 2016",3.0,0
"One of my favorite movies! Made a great impression on me when I was young and I still enjoy the movie. It makes you realize it's not all about YOURSELF!  It shows you your life and what you do, does affect others. It really is a perfect movie for young and old alike.",1447718400,"11 17, 2015",5.0,1
Great Movie,1502409600,"08 11, 2017",5.0,1
lame,1410566400,"09 13, 2014",2.0,-1
"I have always loved Star Trek, and I was very happy with the way that these actors played the younger version of the characters we have all loved.",1436572800,"07 11, 2015",5.0,1
Not even looking at for any novelty factor.,1431302400,"05 11, 2015",1.0,-1
"I suppose if you love horses this would be a five star... but I think it would benefit from being edited by 20+ minutes... The scenery moved it from ""not so good"" to ""meh""",1465084800,"06 5, 2016",3.0,0
bad copy,1406160000,"07 24, 2014",1.0,-1
"I look forward to the next season.  Enjoyed the first one a great deal.  Don't know much about the first World War, so this series is more interesting to me.  I like most of the actors although a few are somewhat ""Flat"".",1450483200,"12 19, 2015",4.0,1
"This movie is just plain terrible.  With the amount of stars in it you would think they could make a better movie, but it is not worth watching.",1439510400,"08 14, 2015",1.0,-1
"Maybe my sense of humor isn't up to par, but this is not funny at all.",1424563200,"02 22, 2015",1.0,-1
"So so pretty typical movie, nothing interesting here. Low budget horror kidnapping movie that I'm tired of seeing. Ok to skip this one.",1386720000,"12 11, 2013",1.0,-1
"It was ok, not sure I finished it.",1470700800,"08 9, 2016",3.0,0
Quality of recording could be better but nostalgic.,1409616000,"09 2, 2014",3.0,0
Nicolas Cage...formula...got time to kill? Go for it.,1456531200,"02 27, 2016",3.0,0
"On the most basic level this story has potential? the characters were fairly thought out. well except the main character.The brother, family, nurses, I was more interested in the brother and kids than the main character.I was waiting for Brother Frank to appear, if you know what I mean. anyways, the Ending was predictable, but a good start for a first time director",1180137600,"05 26, 2007",3.0,0
"Great storyline,scenery and acting!  Mitchum is great!  Even Marilyn Monroe was good!  This is the only movie I like that Monroe is in!  It is a real classic well worth your time!",1396828800,"04 7, 2014",5.0,1
A well produced production with strong story. Good casting of actors and the script was good. It would have been nice to have a happy ending.,1381449600,"10 11, 2013",4.0,1
"I didn't know what to expect, but what end up happening here was even stranger... It left me with a stunned reaction - and not in good way.",1373760000,"07 14, 2013",3.0,0
"Week Plot, good action.",1443139200,"09 25, 2015",2.0,-1
"It's okay.  My daughter loves these books.  Since I really haven't paid much attention to the previous movies myself, I thought I would just watch this one and see what it's all about.  It would probably help to start from the beginning and go back and watch this one again.  The acting is not bad and there is some great action scenes but it is a little hard to understand going into it blind without the back story.  Anyway, that is the reason for my rating.  Might try again if I ever watch the prior offerings.",1479772800,"11 22, 2016",3.0,0
"It starts with a widow, and how she spends her days. You meet three of her friends. Those poor people sure did drink a lot. Did not like the foul language, although there wasn't much. It made me laugh a little, and it moved me at times.",1453334400,"01 21, 2016",3.0,0
OK,1506729600,"09 30, 2017",3.0,0
Ugh!,1434412800,"06 16, 2015",1.0,-1
Keanu Reeves never lets me down Excellent!!!! This was a very touching movie and had alot about family values that we do not see in the US today.,1355616000,"12 16, 2012",5.0,1
Absolutely love this movie,1489190400,"03 11, 2017",5.0,1
"It was cheap, horrible copy, terrible picture and terrible sound! Glad it was cheap, not worth sending back! Will keep case and throw out disk!",1389571200,"01 13, 2014",1.0,-1
Not a bad flick overall.,1481587200,"12 13, 2016",3.0,0
This volume was almost like volume 1,1418169600,"12 10, 2014",1.0,-1
A great waste of time.,1473033600,"09 5, 2016",1.0,-1
"Once again the actors made this story line work -- MAGICALLY!  I've always been a fan of Mr. Richard Gere but in this movie, i became SUPER FAN!  HE DEFINITELY DESERVED AN AWARD FOR THIS MOVIE,",1453507200,"01 23, 2016",5.0,1
didn't even come close to the first one.,1415059200,"11 4, 2014",3.0,0
"Aside from the scenery, this has got to be one of the worst movies ever made. The acting is terrible and the cinematography is incredibly amateur. My 10 & 12 year old daughters were bored with it in the first 20 minutes.  We suffered through it hoping it would get better but no such luck.  Don't even bother renting this one, much less buying it.",1275782400,"06 6, 2010",1.0,-1
boring and to long for nothing,1502323200,"08 10, 2017",2.0,-1
Like actors need more of them,1532908800,"07 30, 2018",2.0,-1
"Before I watched ""JFK"" I had no idea. We were not taught this in school. This is a bit of history everyone should learn. The movie starts with the killing of JFK and finishes in a great court room Drama that leaves you thinking. I love movies that do that. This is only a three hour and 10 minute movie but as you watch it/it doesn't seem that long because you are so riveted to the movie. Kevin Costner, is only one actor in a long list of great actors in this movie, to many to name. I recommend this to anyone who likes a little bit of history in their movies. Great Drama, great suspense, it is an excellent thriller. The scene showing the actual head shot is, however, not fit for younger audiences. Five stars all the way!!!!",1391731200,"02 7, 2014",5.0,1
Pretty good movie about the way a drug lord works.  Thought the acting was good.  Keeps you engaged and wondering how it will end.,1475625600,"10 5, 2016",3.0,0
I was surprised at how well this was actually done. Its an unconventional love story with some good acting. Some good actors too. I really liked the ending....,1358812800,"01 22, 2013",4.0,1
This actress should have every award there is.  She plays EVERYBODY!  Love it!,1465516800,"06 10, 2016",5.0,1
I first saw this on TV and was determined to buy a copy. It is well done and extremely entertaining.,1267056000,"02 25, 2010",1.0,-1
Nicole Kidman is a strong lead for the other actors.,1512000000,"11 30, 2017",4.0,1
"This is one of the better ""buddy"" action movies to come out in a long time. Not only is it paced well but it takes every cliche in the book and turns it on its head. Washington and Wahlberg hit home runs as does Bill Paxton. A great performance by most actors involved make this a compelling movie to watch.",1406505600,"07 28, 2014",5.0,1
This product is okay.,1457049600,"03 4, 2016",3.0,0
"I had high hopes for this movie. With the acting talent and the source material, I figured it would be a winner. But it's a story you've seen many times before. I found myself losing interest halfway through.",1478304000,"11 5, 2016",3.0,0
Great show with great stories and actors! Amazing writing!,1429488000,"04 20, 2015",5.0,1
Just ok,1428019200,"04 3, 2015",3.0,0
I did not give this 4  or 5 stars because there are only 2 DVD's and it's advertised as 3 DVD's.  So I feel that it's a rip off because I did not get the third movie.  Tammy and the Dr. movie is missing.,1423699200,"02 12, 2015",3.0,0
All I can say is that you never know what's going to happen in this life. This movie is an example of what could really happen. I gave it 3 stars because it could of been a little bit better done. I never give the plot away in my reviews. But it is worth the money to buy and watch it. I try to be fair in all my reviews.,1375833600,"08 7, 2013",3.0,0
could not get into it  May try again during our long winter months.  Really do like the various actors so that is why I will give another try.,1407024000,"08 3, 2014",1.0,-1
"Slow, boring, a waste of time.  I didn't finish it.",1448064000,"11 21, 2015",1.0,-1
The film-maker is somewhat ham-handed in trying to squeeze supernatural chills out of illogical events.,1427241600,"03 25, 2015",2.0,-1
ok,1449100800,"12 3, 2015",3.0,0
amazing costumes though,1461283200,"04 22, 2016",2.0,-1
Entertaining but not a very realistic or well done plot. Action is intense but usually dark and not very clear.,1392508800,"02 16, 2014",2.0,-1
"I first seen this when I was 10, I knew then it was cool and I still do.  The action is non-stop with excellent characters to keep it going.  The fights are well done and the subway and central park provide a great setting.  The actors do well with the dialogue. Even though this movie is dated and even silly to most people nowadays, it still is good to watch for nostalgia.",972777600,"10 29, 2000",5.0,1
"Interesting documentary, but seems like it was made fifty years ago.",1447027200,"11 9, 2015",3.0,0
"Great for children! I read the book to my class, then showed the movie as a treat! They compared the differences between the book and the movie!!!",1427673600,"03 30, 2015",5.0,1
I just really did not care for the story - suffered through it and didn't finish watching.  Just not my thing.,1384387200,"11 14, 2013",3.0,0
These guys are really into themselves. Kind of like the most talented kids during Senior year in high school putting on a terrible skit.,1389398400,"01 11, 2014",2.0,-1
"I'm surprised that I sat all the way through this movie, just not one of Woody's best and kind of confusing as to what the actual plot was.",1456876800,"03 2, 2016",2.0,-1
I suppose I was expecting more.,1419984000,"12 31, 2014",3.0,0
"Its a good premise for a movie....but it is a bit heavy on the melodrama with some poor acting. The leading actress is certainly very beautiful, but also a poor and overly dramatic actress. I'm not sure who it appeals to or,why the directors and producers let things like that hit the screen. I also find it interesting how nice the teeth of the leading female from the actual region were....All in all, ""eh""",1412380800,"10 4, 2014",2.0,-1
"It was a very good series to binge watch. I really like the actors in this series, a few from Downton abbey. really good and dramatic.",1439856000,"08 18, 2015",4.0,1
Could not make it through first episode.,1454976000,"02 9, 2016",1.0,-1
I liked this movie.  Great cast & acting.  Great story.  Well done.  I found it to be entertaining and that is what I want in a movie.,1393891200,"03 4, 2014",4.0,1
favorite actor.,1467072000,"06 28, 2016",5.0,1
true story about a riding school during WWII and how they saved the horses. Very enjoyable especially if you love horses.Great family entertainment!!!,1415318400,"11 7, 2014",5.0,1
"A sleeper, with new actors that made a great debut. I did not expect it to get better and better as it did.",1465603200,"06 11, 2016",5.0,1
"I had forgotten that bad movies are really bad.  I thought this would be campy, retro, etc. but definitely not.  I lasted 5 minutes with this movie.",1390435200,"01 23, 2014",1.0,-1
It was a great parody of the Hunger Games with a few twists.  No real special effects but still good for laughs.,1395100800,"03 18, 2014",3.0,0
There really was no story  line or plot to this movie. It made absolutely no sense. So frustrating.,1428624000,"04 10, 2015",1.0,-1
Good movie. Acting was spot on. Nice to see some of the actors play a different role other than what they normally play,1420588800,"01 7, 2015",5.0,1
I love the Rocky Movies! Still as awesome as when they first came out! Sylvester Stallone is a great actor don't care what anyone says!! ,1449705600,"12 10, 2015",5.0,1
"My mom who is a big fan of jackie chan hated this movie and so did I. The best part is when jackie fights benny ""The Jet"" in the finale. That is the only reason I gave it stars",958262400,"05 14, 2000",2.0,-1
Horrible movie!,1512604800,"12 7, 2017",1.0,-1
Too much noise in the background.,1476489600,"10 15, 2016",2.0,-1
Average film if you're in the mood for something creepy.,1452038400,"01 6, 2016",3.0,0
"Chris Pratt is a versatile actor who makes fun movies. This is another episode in the Jurassic World series. Pratt takes lead in this movie. He is a very likable actor and does a nice job in this movie. If you like dinosaurs, and you liked the other movies in the series, you will like this one also. There is nothing really different about this movie and the others in the series, but they are fun to watch and the special effect are really wonderful. If you liked Chris Pratt in this movie, check him out in Guardians of the Galaxy.",1451865600,"01 4, 2016",5.0,1
"After ten minutes of watching, we gave up because the gags were oh-so-expected and oh-so trite.  Streisand--with few exceptions--has always been a delight.  THIS is one of the exceptions.",1393372800,"02 26, 2014",2.0,-1
part of streets would not play right will not order from this specific vendor again,1482364800,"12 22, 2016",3.0,0
It was ok!,1414454400,"10 28, 2014",2.0,-1
This is a solid story of the importance of trust in relationships and  the problems that result when the trust is broken,1373241600,"07 8, 2013",3.0,0
"Zero plot...just a reason to film nudity.  The acting is horrid, the plot is a joke, the nudity is not that bad.",1402963200,"06 17, 2014",2.0,-1
the first in the English drama series. very good action/ actors/stories. a must for anyone interested in good programs.,1485561600,"01 28, 2017",5.0,1
"This Sherlock Holmes story has an interesting basic idea, but is very poorly executed. I am very fond of Sherlock Holmes as a character, so I tend to watch any and all films that include him; however, this story is one of the least well-written and acted films exploring Sherlock Holmes that I have seen. Indeed, it is one that I would not watch again. That feeling that I would not want to watch it a second time is why I gave it 2 stars-- if it were worth a 3-star rating, I would feel it might be worth a second viewing. This film is not!",1435968000,"07 4, 2015",2.0,-1
This movie was not what my family expected by the previews. It was strange and a bit disturbing to us. A waste of 5 dollars for our family.,1369872000,"05 30, 2013",3.0,0
good movie,1453075200,"01 18, 2016",5.0,1
"Germans and Russians all speak English in Berlin?  Couldn't it be a bit more genuine? Besides, terrible storyline and poor acting. I guess now the cold war might be won just by an accident.",1426550400,"03 17, 2015",2.0,-1
Gave it a 3 only because of the stars in it. Movie itself was pretty bad. Watch at your own risk.,1377129600,"08 22, 2013",3.0,0
Did not impress me,1436400000,"07 9, 2015",2.0,-1
"This is really a one star movie, but I love films like this.",1445558400,"10 23, 2015",2.0,-1
Great!,1459036800,"03 27, 2016",5.0,1
Ok,1473465600,"09 10, 2016",1.0,-1
"Sounds like a Great storyline accompanied by good actors but, too many good single Star reviews So, I didn't rent.",1511222400,"11 21, 2017",5.0,1
"Highly recommended! What an unforgettable experience. It is funny, smart, maybe sad at times.....actors are amazing! Great great movie!!!! I wanted to see it for while now. 3/19/18 update-watched it again and loved it again! Great movie.",1401580800,"06 1, 2014",5.0,1
"Great movies and it works great on my dvd.  As always Amazon delivered it when it was supposed to.The were no flaws on my DVD, brand new in the package.  This is one of my favorite movies of all time.",1355184000,"12 11, 2012",5.0,1
Just wasn't what we have hope for. Not bad movies-just not real good ones. Family movies that do allow family time together.,1386201600,"12 5, 2013",3.0,0
Movie has a definite B grade feel.  Not recommended.,1456358400,"02 25, 2016",2.0,-1
"Unfortunately, this replacement for a DVD that would not play did not play either so I am left unable to use the DVD that I ordered and paid for.",1433635200,"06 7, 2015",1.0,-1
"Once again, it just keeps getting better. The period costumes are amazing. the actors supreme Looking forward to Season 4...",1385683200,"11 29, 2013",4.0,1
Almost as good as American Pie.,1456790400,"03 1, 2016",3.0,0
Only liked the Wonder Woman scenes.,1475712000,"10 6, 2016",1.0,-1
"Bought as a gift for the girlfriend, she loves it on Blu-Ray.",1411516800,"09 24, 2014",5.0,1
i would not add this to my collection but i am not sorry i watched it. typical three star movie. reminds me of the happening with less gore. the actors made it believable.,1324857600,"12 26, 2011",3.0,0
"That's what the producers and directors took when they attempted to improve or should I say milk the original, fantastic success.  Don't make a wrong turn buying this or any of the sequels.",1349481600,"10 6, 2012",1.0,-1
Good,1406073600,"07 23, 2014",5.0,1
Good story.,1411689600,"09 26, 2014",3.0,0
"A compelling story of life, love, and prejudice, filled with beautiful music and humor, set in a small Russian town. You will laugh, cry, and sing along.",1409356800,"08 30, 2014",5.0,1
"It seems this movie has been long forgotten, but it still pops in my head for summer fun.",1410220800,"09 9, 2014",5.0,1
Really I sat and watched this and it never gets better,1456444800,"02 26, 2016",1.0,-1
"Every time this film starts, I cannot stop watching",1486339200,"02 6, 2017",5.0,1
"I don't know what I expected, but this movie was OK. The actors were very good but the story was only so-so.",1397520000,"04 15, 2014",4.0,1
Sean Penn and Christopher Walken are superb actors.  Their skills were not yet developed for this early production.,1404518400,"07 5, 2014",2.0,-1
"Basic short review: if you're a fan of the comics or the 90's animated series you will be let down, most likely. If you're a fan of good movies good storytelling you will also be let down. If you're just looking to waste some time and not think too much, you might enjoy it.",1470960000,"08 12, 2016",1.0,-1
"This movie is below one star. It is very slow, has poorly written dialogue and all the actors look very bored. The music is the cheesy 70's style and is really horrible. I lasted about 30 minutes and then turned it off. Don't waste your time or money on this one.",1361318400,"02 20, 2013",1.0,-1
Two OK movies at an OK price.,1473638400,"09 12, 2016",3.0,0
"I remember seeing this years ago and, as a lover of classic films (especially horror), I bought this.  What a great movie!  I would've loved to have seen this on the stage.  Almost all of the original cast is in the movie, and (for its time) is a tightly woven force.  Definitely a must-have for any classic movie collectors.",1424908800,"02 26, 2015",4.0,1
"One of the best movies ever, will touch your heart strings. Sentimental and moves well. Three lead actors & the mothers, 5 star",1465603200,"06 11, 2016",5.0,1
This is a waste of plastic. There are 4 vignettes tied together through the hotel bell hop. Besides a waste of plastic it was a waste of money and time.,1480204800,"11 27, 2016",1.0,-1
"Ok totally fun to watch, and a well written story and great actors. Big time fun to watch.",1425859200,"03 9, 2015",5.0,1
all-around weak,1438560000,"08 3, 2015",2.0,-1
meh.,1455580800,"02 16, 2016",3.0,0
Can't say until after Christmas.,1440374400,"08 24, 2015",3.0,0
"I was disappointed in this film. I think Kevin Bacon was trying to channel Ethan Hawke, and it just didn't work.",1474243200,"09 19, 2016",2.0,-1
this is one classy classic.  no one should have a dvd collection without this warm and wonderful story.  actors like these two are so very rare today.,1419638400,"12 27, 2014",5.0,1
Love this movie. Great actors,1468627200,"07 16, 2016",5.0,1
"Absolutely love this series!!!  Great actors, good story lines.  A real winner.",1443398400,"09 28, 2015",5.0,1
