reviewText,unixReviewTime,reviewTime
An excellent documentary of the famous recording studio. I really enjoyed learning about the various artist that performed/recorded there. I was very impressed with the humble nature of Dave Grohl and how he is so down to earth and appreciative towards everyone he interfaces with whether they are famous artists themselves or everyday folks.,1445126400,"10 18, 2015"
"Some genuine scares, some cheap thrills. Certainly holds your attention.",1449100800,"12 3, 2015"
"When I first saw this film several years ago, I thought ""Wow, what a great film!  Very Hitchcock-like, and well paced....""I just saw it again last week and thought, ""What was I thinking?""  The pacing is slow and dreary, and the acting isn't even all that great.  The plot, while interesting, is not well executed and dragged like crazy.We're asked to suspend WAY too much reality in order to buy the multiple twists at the end.  (SPOILERS AHEAD)  First of all, how in the world did that dead man manage to stay under water for that long without gasping for air?  It's never explained to us.  After that, was his body somehow replaced before being shoved into the crate and driven back to the estate, or did the (live) man actually live and breathe in that box, wrapped in plastic, for the entire drive back?And the biggest incredible suspension of belief factor in this movie:  If the cops were on to the bad guys for so long, WHY, OH WHY, would they sit back and WAIT until they've killed the headmistress of shock before they emerge from the shadows to arrest them?  I mean, an integral part of the conniving scheme was thinking that this woman was too weak of heart to do much on her own; surely if the cops had figured out the scheme they would have interceded BEFORE someone else had to die, right?  Even worse is that it all happens within the space of minutes:  Headmistress sees husband (whom she thought was dead), headmistress keels over and dies, and cop emerges from the shadows.  Hey, copper, could you not have stepped forward just a few seconds earlier, when you might have been able to save her life?A decent movie, but nothing terribly special.",1054339200,"05 31, 2003"
"Boring, redundant, out of ideas, etc. The negative words go on and on to describe the sequel to the (now classic) silly comedy hit from the 90s. It seems as if the brothers who wrote and directed this movie gave up and said ""let's just write whatever because the 1st Dumb and Dumber movie was awesome, but Dumb and Dumber To was just produced to show fans what happened 20 years later to Harry and Lloyd. Besides, we'll get paid lots of money so it doesn't matter if the script is up to quality standards.""",1513728000,"12 20, 2017"
"One of my favorites, great action adventure and awesome storyline!",1454284800,"02 1, 2016"
The best Dracula movie I have ever seen.  I love it.  This is not your standard Dracula character.  It shows you a different side of the person.  Visual effects are great.  Will watch it again and again.,1492560000,"04 19, 2017"
"I was surprised to really adore this movie since, it's a car movie, but I know Pixar just produces amazing movies. This cute story of the racing circuit featuring a cocky modern sports car and the wise classic veteran that teaches him about the heart of the sport of racing is just so classic and fun. I absolutely loved the credits featuring the other Pixar movies in car form was just great. I'm now eagerly awaiting the next Pixar Movie.",1162771200,"11 6, 2006"
"I watched this whole series on Netflix.  I loved it!  I must say that towards the end I was really ill from all the botox and very saddened that all these men and women had disfigured themselves from botox.  When will actors ever learn to just age graefully and that natural is always better.  This is why I prefer BBC TV they appreciate age, wisdom and wrinkles. It was so weird to see that most of the actors in this series had no facial expressions.",1510185600,"11 9, 2017"
"I was extremely offended by their presentation of the life, death, and information about Jesus Christ.  In their words... ""He was a trouble maker who was crucified as he should have been.""Beyond offensive, and with that representation of Christ, I wouldn't begin to believe another word they had to say about history.",1379030400,"09 13, 2013"
"Pretty good action film except for the last few minutes.  Dementia or not, I could not figure out Cage's motives.  I won't say more.  Might spoil it for others.",1462233600,"05 3, 2016"
Great product / Great seller,1520208000,"03 5, 2018"
I did not see it when it was released. So the chance to view it was good for me. But I was disappointed and hated it. It truly reflected so of the worst of that era.,1363046400,"03 12, 2013"
A little slow. Typical for a British film.,1485475200,"01 27, 2017"
"This was an enjoyable film with good character development and well acted. It is a bit corny, but it had some good moments. The bad guys weren't really spooky, but being a somewhat dark comedy, I don't think it detracts from this movie. Worth renting if you enjoy 'we got to get out of this sticky situation' type movies.",1206748800,"03 29, 2008"
"The Black Stallion Returns was not as good as it should have been.Whoever was responsible for the movie did not take the time to create another masterpiece, the end result being a so-so sequel.",1005350400,"11 10, 2001"
Eh,1427932800,"04 2, 2015"
The ultimate classic movie.,1410220800,"09 9, 2014"
ok for what its worth,1472774400,"09 2, 2016"
"There was A LOT of drama in the unaccounted for and unpunished creation and the punishing (to everyone except the at-fault profiteers) aftermath of the Great Recession, which in this work was only scratched at the surface and viewed from too limited a perspective in the telling of it.There was also, in the unavoidable, tactile plunder of the real event, a great deal of ugliness: the unbounded greed of the perpetrators, their arrogant, selfish ignorance and that of their aligned legislators, the latter not touched, the former rendered (mostly through the doubtful guilt written into Spacey's character) far too kindly.The Great Recession is the story of a tilted system that went criminal and should have killed itself, but instead was left standing tall amidst the rubble of broken and uncertain futures for all of its blood-drawn, dream-torn victims, spilling out obscene profits to its gear turners, Italian and London tailored in Teflon-smug at the kangaroo appearances before culpable committees in Congress, laughing all the way to their banks, yachts, and multi-million-dollar homes.All of this should have been, but wasn't, told.",1409788800,"09 4, 2014"
"There wasn't enough dancing, but the dancing was good was good.  On an emotional level, the girl wasn't a strong actress in this picture.  Patrick's face job was distracting.",1438214400,"07 30, 2015"
"Get past the first half hour.  I dare you.  I double dare you to get past 45 minutes.  If you can, you should try out for any Special Forces team and go fight terrorists, because YOU, fine viewer, are superhuman.The settings were accurate, I thought.  Other than that, the rest of this movie is boredom on a stick.  Two or three great actors, a lame plot, and pacing that would make Evolution say, ""Hey!  What's the hold up?""Speaking of evolution, there is a monkey in the movie.  If that helps.  I hope he was paid well, because the guys at the zoo are gonna rip him a new one for this movie.AVOID.  If you want a great medieval action movie, check out these films:1) Ironclad (the first one, not the terrible second film released recently)2) Black Death (with Sean Bean)3) Season of the Witch4) The Thirteenth Warrior5) Kingdom of Heaven6) Robin Hood (with Russell Crowe)",1409443200,"08 31, 2014"
"I agree with the other one-star reviews here.  Only the last half hour held my interest when the guy they were supposedly chasing all along (Redford) finally appeared and got caught.  Everything in the middle was nothing more than a soap opera in which most of the men were sleeping with someone else's wife.  If they weren't actually shown in bed, they were at a more or less continuous alcoholic party.  ""The Chase"" was a very poor title for this piece of trashy soap.  ""The Neverending Party"" would be a much better title for it.",1408838400,"08 24, 2014"
"I am a HUGE Batman fan and had nothing but excitement in mind when I saw the previews for this. Unfortunately, Christopher Nolan decided that the worst movie he ever made would be his third Batman film. What went wrong? (No major spoilers here...if you've seen the ""I'm Gotham's reckoning"" previews for the film you know as much as I'm going to share)1. No Batman. You are 45 minutes into the film before you see Batman for the first time. After that, he's in and out for a grand total of about 25 minutes of screen time in costume. In the third film of a trilogy about Batman, this is pathetic.2. A boring villain. Yes, Heath Ledger is dead and it would have been a mistake to try and replace him, but to decide you've had a charismatic villain in the previous film so it's time to go with a plodding boring one in Bane for the second is stupid. Everything that made ""The Dark Knight"" interesting is lacking here. And thanks for deciding to make Bane's voice so hard to understand. It's just like in the comics...no, wait, it's not anything like the comics. It's just a stupid plot contrivance to be artsy. Oh, and the whole ""rich people are evil"" plot point was unnecessary.3. The sudden introduction of a major character for convenience's sake. Remember in the third Lord of the Rings movie where Sam picks up Frodo and carries him the final steps to Mordor? Now imagine if we'd never heard of Sam before the third film, and suddenly he has more screen time than Frodo. Nolan decides to conveniently take Alfred, Commissioner Gordon, Lucius Fox, and even Batman out of the film through one circumstance or another and put all the focus on a brand new set of characters we don't know or care about. Yes, Blake was an interesting character...but he should have been in all three films if he was going to be that important. And if you haven't figured out who he really is within the first 15 minutes of the movie you aren't trying.4. The plot. Trying to combine ""The Dark Knight Returns"", ""Knightfall"", and ""No Man's Land"" into one film seemed too grand...and it was. He should have taken something like ""The Long Halloween"" or even just ONE of his three choices and made it a movie.The only plus in this is Catwoman. Anne lights up the screen when she's there with the missing action and charisma we get from absolutely no one else. She needed Blake's screen time though.All in all, I was incredibly disappointed. Yes, I understand the whole thing was ""Batman is human""...but why in the world did Nolan decide the way to end his trilogy was to make it this horribly plodding film that should have had at least 30 minutes cut out of it. I'm sorry to see DC's movie franchise falter like this after Green Lantern. They just can't catch a break.If Nolan comes back for another Batman film, I'll give him another chance and definitely watch it. I mean, seriously, it couldn't get much worse than this.",1342742400,"07 20, 2012"
I little more scary for smaller kids than we expected.,1490140800,"03 22, 2017"
"Ridley Scott's sequel to the classic film Silence of the Lambs is a visually impressive but hollow follow up to Silence.Anthony Hopkins (who won an Academy award for his role as Hannibal Lecter in the original) displays little of his presence that was so Oscar-worthy first time round, and Julianne Moore is no Clarice Starling. But Scott's visual style, which is what makes all his films so eminently watchable (Alien, Blade Runner, Gladiator), and some expertly done sequences make up for its flaws.Gary Oldman is great as the cop who's chasing the elusive cannibal and Ray Liotta has some nice scenes throughout the film.But Hopkins has little to get his teeth into, and comes off as somewhat gauche. Impressive gun fights and some creepy moments with Oldman and Hopkins don't make up for the lack of suspense. A worthy, if sometimes unexciting entry into the franchise. The upcoming remake of RED DRAGON looks impressive, with Anthony Hopkins returning to the role for thr third time. Hopefully the next outing for one of cinema's greatest villian will better-written and more involving than Ridley's sequel.",1031788800,"09 12, 2002"
I liked nothing about this movie.  Nothing.,1432252800,"05 22, 2015"
Nice movie!,1468540800,"07 15, 2016"
"Loved this film for it's history lesson and fairness in depicting catholic nuns. I also love Pierce Brosnan's performance which deserves an Oscar.  The girl protagonist, Evelyn, was memorable as well.",1395360000,"03 21, 2014"
One of my favorites.,1484352000,"01 14, 2017"
Wil Smith was good; his son was mediocre. His son gave the same performance in this movie as in The Day the Earth Stood Still. Still not good.,1381622400,"10 13, 2013"
Someone tried to make an 'artsy' spy movie. They concentrated so much on the artsy stuff that they failed to remember they were making a movie. What you wind up with is a bunch of disjointed scenes with no semblance of a plot.,1450569600,"12 20, 2015"
"All I can say is this is a great movie, with a great story. The acting is solid, the climax is rememberable, and it moves you as a member of mankind. Truly a must see.",1166659200,"12 21, 2006"
Predator is a great movie!  Lots of action and suspense.  Predator 2 is not nearly as good as the first one.  Would have been much better if it took place in a jungle rather than in LA.,1386028800,"12 3, 2013"
"Hits the nail on the head with angst and loneliness brought to the forefront in two well-written characters who meet at a critical time in a unromantic  setting to forge an impossible romance.  Funny, thought-provoking.  Excellent performances by all.",1167782400,"01 3, 2007"
"What is real?  What gives us nightmares?  Michael Shannon as Curtis LaForche gives a remarkable performance as a man who is grappling with reality.  His mother, played by Kathy Baker, deserted her young family only to be found a week later rummaging through dumpsters for a meal.  Committed to insane asylum as a paranoid schizophrenic Curtis and his devoted wife Samantha, Jessica Chastain, are terrified he is going down the same road.  The filament that divides mental health vs mental breakdown becomes increasingly fragile.  Or could Curtis be sane?  Surely not, he is wetting the bed, acting increasingly erratic at home and work while making scenes in public.  Shannon had me on the edge of my seat and Chastain made a very convincing loving but exasperated wife.  The twists and turns made me gasp and the ending was the biggest surprise of all.Great script and direction from Jeff Nichols.  I will be a new follower of his work. Shannon you will recognize if you are a fan of Boardwalk Empire.  Chastain will be on the Red Carpet tomorrow night for a second year in a row.  Oscar's oversight but don't let it be yours.Put the popcorn in a bowl, find a comfortable place on sofa and enjoy a terrific movie.",1361577600,"02 23, 2013"
"Shock (Mario Bava, 1977)While Mario Bava put his name to Shock (known to American audiences as behind the Door II)-- the last film Bava was involved with before his death in 1980-- that probably wasn't a good move. Bava, whose career reached such heights as I, Vampiri (1956) and Bay of Blood (1971), never sank so low as this. Not even Danger: Diabolik! (1968) is this bad.Much of the blame rests on Mario Bava's son Lamberto, who in an interview included with the DVD says (admits to?) having directed over half the film himself. Anyone who's seen any of Lamberto's solo outings (Demons 2, Demons 3, Black Sabbath,Midnight Killer, etc. ad nauseam*) already knew that about five minutes into this dog. It's all the more disturbing given a high-powered, albeit small, cast and a script that might have actually worked in the hands of a director who understands how to build suspense. Mario, for example.The story (which isn't a sequel to the original Beyond the Door, incidentally; the only thing the two have in common is David Colin, who plays a different role in each movie) centers around a family who move into a new house. Well, not really a new house. The mother, Dora (Daria Nicolodi, a Dario Argento staple), lived here before with her first husband, who committed suicide years before. Her new husband (John Steiner, who also worked with Argento in the 1982 film Tenebre)is an angel compared to the first guy, or so everyone seems to think. Dora's child from marriage #1, Marco (David Colin, who never acted in another film after this), is also along for the ride. By the family's first night in the house, Marco is starting to fall under the influence of something rather nasty.Yes, you've seen a bunch of possessed-kid flicks before, but there's enough here to have made this one compelling (Bava has a take on the Oedipus complex that's just plain nasty-- some of the few scenes that actually make this worth watching) had it been done correctly. However, any subtlety reflected in the original script is woefully absent here; foreshadowing is writ large enough for even the densest viewer to be able to spot any good jumps from a mile off, and the ending can be seen coming long before you actually get there. Not a good thing in a supposed mystery.Painfully, both Steiner and Nicolodi turn in good performances, and the soundtrack, originally credited to Libra (who have since been unmasked as Italian pop stalwarts Goblin), is as much a joy as is all of Goblin's other early work. However, Shock provides hard and painful evidence at how much less than the sum of its parts a whole can be. * 1/2(* Yes, Lamberto is credited with the original Demons. One wonders whether Dario Argento was just the writer on that one.)",1010966400,"01 14, 2002"
"If you've seen the first, then you've seen this one. Different faces for the most part but pretty much the same thing. Aliens disguised as young women seduce guys most of whom don't survive the big chill the ladies lay on them. If you have nothing better to do its okay to kill time.",1522454400,"03 31, 2018"
"Entertaining but very predictable.  Very ""Cinderella-esque""",1464393600,"05 28, 2016"
"SPOILER ALERT (Episode 1)With the realization that network television has to appeal to the common denominator, I still had a small hope that the writers would ""borrow"" from the works of say William R. Forstchen (One Second After), David Crawford (Lights Out) or even S. M. Stirling (Novel of Change Series). Unfortunately, what was actually produced was the aforementioned ""Hot Mess!""1.) While we don't know the cause, I can't imagine that an event strong enough to take down everything electric and combustion engines and solar powered devices and batteries and make modern firearms useless, would not cause the lights to go out in a synchronized format? For example, how was it that when the Matheson household went dark, the power across the street didn't go till they walked out on their balcony? Same thing with the car lights going off when Miles broke down2.) In that apparently the ""event"" also caused modern firearms to become ineffective (by virtue of the fact that most of the militia are either carrying muskets or cross bows and there is no conceivable way to claim scarcity after only 15-years), yet somehow the Captain of the militia has a functioning ""45?"" Perhaps this will be explained at some point in future episodes, though it is a glaring inconsistency3.) Nice orderly crops growing, everyone appearing to be well fed with a brief moderators comment that ""millions had died!""4.) Security. While there was evidence of a feeble looking wooden fence/gate surrounding the living area, it didn't appear that the crops were protected (no evidence of patrols) and there didn't seem too much thought given to creating a defensible perimeter. It was alluded to that they were ""under the protection"" of the Monroe Militia, though that didn't seem to include armed guards5.) On the 2nd night out on their trip to Chicago, they make camp inside a plane, which is both highly visible and has a fair amount of open area surrounding it, yet they don't feel that it is necessary to post a watch? This is despite the constant warnings re: thieves, bandits et al6.) We are supposed to believe that an attractive woman living by herself in a structure with no security features and with only a double barreled shot gun (another inconsistency) to protect herself, had not fallen victim to a predator?I do understand that a TV serialized version of the road would likely be too morose for the mainstream, however, choosing to go with a combined concept of SyFy (a la Stirling) and an TEOTWAWKI scenario (a la Forstchen et al) is ambitious enough. Unfortunately, Revolution is rife with glaring omissions on both sides of the equations' for reason that I can only guess are either a sacrifice for production or poor research.I like the heavy set former Google millionaire that had ""$80-million in the bank"" when the lights went out and Charlie with her barely covering midriff shirts and nice ""bounce"" when she walks is attractive enough. Also, there was one pretty good (if not realistic) action sequence. I just don't believe that it is enough to hold true fans of the dueling genres and whether there will be enough casual interest for the series to last a full year.",1347926400,"09 18, 2012"
I just really enjoy this series,1416700800,"11 23, 2014"
"The movie begins as a family purchases a robot. All the humans eventually grow older except (Robin Williams) the robot. He soon realizes he has feelings as human beings have and pursues some sort of conformity to become a human being himself.I've seen this movie years ago, and liked Robin Williams (the actor) in have many films with him starring in the leading roles. In this film his wit and humor becomes contagious, as does most his other roles.I give it two thumbs-up as a comedy and family oriented movie.",1351641600,"10 31, 2012"
"Excellent movie, especially  in 3D. It looks amazing .",1422316800,"01 27, 2015"
Strange goings on - good idea and at times funny,1455753600,"02 18, 2016"
I enjoyed the movie and would watch again.  The story line reminds me of the Santa Clause 3 movie with Jack Frost.,1385164800,"11 23, 2013"
"The first disc was messed up, couldn't even watch it. Got a refund and bought a replacement, replacement was good",1514937600,"01 3, 2018"
love the acting and the storyline.  Costumes are excellent.,1441238400,"09 3, 2015"
Old movie great price,1494720000,"05 14, 2017"
What a treat to see Inspector Morse in his early years on the force. My husband and I have all of the Inspector Morse series and are beginning the Endeavor Morse series as well.  If you liked the Inspector Morse series you must watch the Endeavor series!,1378598400,"09 8, 2013"
Fast service.  Movie in great shape. .just not a fan of the movie. .not as good as I had hoped....Thanks!,1447113600,"11 10, 2015"
"Ok, so lets take this into account before I evaluate the value of ""Davie & Golimyr"": I am a twenty-two year old male, and this movie was not made with me in mind.  For goodness sakes, this is a stop-motion retelling of the Biblical tale of David and Goliath that has gone straight to video.  The biggest star in it is John Schneider of ""Dukes of Hazard"" fame (and for younger fans, of ""Smallville"" fame).  The movie comes in a single disk, cardboard sleeved DVD that includes a set of free stickers from a Nick Jr. show called ""Wow! Wow! Wubbzy!""  I am not the person who is meant to watch this movie.  Chances are if can read this, then you are not the target audience either.  No, this movie is squarely aimed at the toddler crowd.The little tots are not going to make note of many of the things I did.  They are not going to muse over the fact that this re-telling of the famous Bible story is so close to the original, that the makers might as well have just made another David and Goliath.  They aren't going to note that this kind of stop-motion comes off as fairly unsophisticated compared to recent releases of ""Corpse Bride"" and ""Wallice and Gromit: Curse of the Were-Rabbit.""  Chances are, they won't even pay attention to any of that.  Trying to bring my own childhood back into play, I believe that kids will enjoy this because the colors are bright, the characters cute, and the story still speaks to the underestimated personality in most young tots.Young ones who are already familiar with the story may get excited that, unlike Goliath, it takes two stones before the mighty Golimyr is taken down.  Otherwise though, they won't care about the production values at all.  This is not the best adaption of the story I've seen.  For me, the ""Superbook"" episode did the story more justice...ah, but I'm nitpicking now.  The movie is clean, colorful, and it will keep your kids busy for forty-five minutes.  So really, what's not to recommend?",1207180800,"04 3, 2008"
"This is a 4-DVD set, which takes some of the performances from most of the Live 8 venues.  Performances by a number of the ""big names"" who performed at the nine Live 8 venues appear here (there's about 10 hours of material).  This is a good set for a starter, to get a good cross-section of the artists and venues.  However, DVDs have been issued for at least some of the individual venues; so if you're more interested in getting a whole DVD of one of the venues, it's worth checking to see if the venue you want has been issued individually.",1195603200,"11 21, 2007"
"Melissa McCarthy is funny, but SPY needs a better writer.",1447632000,"11 16, 2015"
Reese--are you broke or what?  I'll send you a few bucks so you don't have to make crap like this.,1495584000,"05 24, 2017"
Good twist,1424044800,"02 16, 2015"
One minute was too much.,1435363200,"06 27, 2015"
"This is a remarkably poorly written, edited, and acted movie.  I'm assuming something odd happened that it was even made considering the cast and crew that made it.  I wouldn't waste your time unless you have a thing for bad cheesy cliche movies.",1399766400,"05 11, 2014"
One of my all time favorite movies if looking for action adventure and a bit of fantasy you can go wrong with this flick!,1408406400,"08 19, 2014"
"ok sure the transfers aren't very good,the movies aren't very good,and wellat least the price is right. i knew that this disc(yep,all three movies on one,one sided disc) wouldn't be very good,and the fact that i had only heard of one of the movies clued me in to the fact that i had grade a cheese in my hand. the point i guess is that i expected very little and so was happy with what i got. if you are looking for grade a movies and transfers quit buying these cheap sets,you know that they aren't going to be that great and to expect it to be great is really not very smart on your part. relax,unwind,and just sit back and watch,if you drop all the beefs about them you might enjoy these movies because some are so bad as to be funny.",1146009600,"04 26, 2006"
"Bob Hope is a father trying to keep his daughter from growing up too fast, in I'll Take Sweden (1965) a romantic comedy that explores both the sexual morality of different generations, as well as different cultures.Single parent, and oil company exec Bob Holcomb (Hope), returns home from a business trip and discovers that his daughter JoJo (Tuesday Weld) intends to marry Kenny Klinger (Frankie Avalon), a guy who lives in a trailer, and who's primary talents appear to be singing, and riding a motorcycle.  Looking to put an end to the romance, Holcomb takes an assignment in Sweden, and brings his daughter along.JoJo's depressed spirits are lifted when she meets Erik Stenson (Jeremy Slate), a handsome playboy type who works at her father's firm.  While Holcomb was looking to cool things in the romance department, the liberal atmosphere in Sweden seems to have the opposite effect on both daughter and father, as Bob finds himself smitten with Karin Grandstedt (Dina Merrill), an interior designer who is redecorating Holcomb's residence.Morality has a double standard, in this sex comedy directed by Fred DeCordova (The Tonight Show with Johnny Carson).  We observe that love is not very predictable, no matter how much a father meddles.  Upset that Erik plans to take JoJo away on a tryst, Bob has Kenny hop on a Lufthansa Air flight to Sweden, so he can try to win JoJo back.  But this does not go as planned either.  After forbidding his daughter from running off, Bob and Karin slip away to a resort, the same place that Erik and JoJo have also sneaked off to, setting the stage for the film's comedic conclusion.I'll Take Sweden is mostly a light fun romp that has an agitated Holcomb trying hard, but not succeeding in managing the situation.  Tuesday Weld (<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Looking-for-Mr-Goodbar-VHS/dp/6300216853/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Looking for Mr. Goodbar [VHS</a>],&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Pretty-Poison/dp/B000G6BLY2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Pretty Poison</a>) is very solid, as is Jeremy Slate as the amorous Swede.  Dina Merrill is a good match with Hope, though her Swedish accent isn't always convincing.  Frankie Avalon provides a teen appeal, but his musical numbers while certainly energetic, do not have the greatest lyrics.  The film is included in the Bob Hope MGM Movie Legends Collection, providing an alternate way to acquire the film.",1325980800,"01 8, 2012"
It's good variety if you want a break from Leslie. I bought a digital copy and it's a bit annoying to use. I can't select which segment I want to watch. I either have to fast forward or rewind to find the segment I want. This is made worse by the fact that for some reason Amazon Prime on Samsung does not let you preview as you fast forward. I just have to stop to check where I am.,1466380800,"06 20, 2016"
loved this movie !,1515024000,"01 4, 2018"
"Over my head, I had no idea where this movie was going to take me. I like ScarJo and thought she was good in it, but the premise was beyond me.",1425168000,"03 1, 2015"
"This movie is slow paced, cliched, filled with bad music and has an unsatisfying ending...How Roger Ebert could give this a good review is beyond me.",1209772800,"05 3, 2008"
"Seen this movie several times. Always a classic love story. W/an all star cast SRK, Priety Zinta, Rani Mukerji, and the many others. All great actors.",1524355200,"04 22, 2018"
Good movie esp for younger people. I loved this movie. So heartwarming and real. Its a movie I watch many times and enjoy it as much as the first time,1380412800,"09 29, 2013"
It seemed to glorify the bad guy in a true story (by giving him plenty of air time as he remembers) AND it leaves way too many questions in the end. Not recommended.,1444435200,"10 10, 2015"
I enjoyed this movie but would have enjoyed it a little more if the picture quality had not been so grainy/fuzzy.,1367366400,"05 1, 2013"
my grandson loves them.,1473638400,"09 12, 2016"
"The movie is unsatisfying on almost every level.  You might begin to relate to the sheriff, who doesn't understand the thugs and gangsters overrunning his beloved land, the initial protagonist, who doesn't understand the lengths to which people will go to retrieve large sums of money, the assassins, who understand nothing, not even the depth of their own insanity, and the throw-away females, who aren't given enough time to be understood in any meaningful way.  The Cohen brothers apparently  failed to understand viewers' attachment to the characters they presented, so the off-screen, off-handed resolution of certain story arcs constitutes a presumably intentional failure to bring resolution, denoument, or any other conventional resolution to the viewer.  This near-total lack of comprehension and overwhelming series of failures on everyone's part was apparently considered brilliant by the Oscar panels, and I definitely do not understand that.  This may be a movie about failures, confusion and change, but if the ultimate test of a work is entertainment, satisfaction, lessons, or other message, then this movie is a failure.  Deliberate failure, in my book, is no different than the garden-variety version.",1205280000,"03 12, 2008"
Good horror flick  but strange,1475539200,"10 4, 2016"
Fun story. Love the variety of clones they are coming up with.,1470700800,"08 9, 2016"
The movie arrived in a timely manner and in excellant shape. The movie itself isn't as good as I'd hoped though. I enjoy longer movies but this one is just too slow and plodding so I never have watched the whole thing. I'll give it to my great nephew and niece incase they'll like it.,1315094400,"09 4, 2011"
Good history lesson,1405987200,"07 22, 2014"
"I'm a little over 15 minutes into this film and so far it's literally nothing but a guy grunting in the dark with obnoxious flashing lights. I'm all for indie films with out there plots, but this is just lame.To be serious for a moment, people who are prone to seizures from flashing lights should not watch this film. I'm really not joking.",1401667200,"06 2, 2014"
"My expectation was that this movie would deal mostly with the crucifixion of Jesus Christ.  It does, but it involves the history of the crucifixion in other cultures and the focus seems to stray away from Christ. I normally enjoy the History channels documentaries, but this one was just 'okay.'",1402790400,"06 15, 2014"
"Not the greatest movie I have ever seen, but entertaining enough for an evening at home...Seeing it once is enough - not one I'd add to my library.",1354665600,"12 5, 2012"
"The Cover was the main draw for me, and the back made it sound kinda interesting. Unfortunately the movie sucked.",1423180800,"02 6, 2015"
Love everything on Little House...Great Moral Values!  I have never gotten tired or watching Little House...over and over and over...great stories with good moral values.,1207094400,"04 2, 2008"
A typical feel good Christmas movie.,1414886400,"11 2, 2014"
do not waste your time watching this movie it was so bad,1514592000,"12 30, 2017"
For the type of movie it is (B movie) it was okay and it kept me interested even if the plot was formulaic. Some of the dialogue and actor delivery was a bit cornball overall it wasn't such a bad flick. I liked the ending because of the implications. This was certainly better than some other flicks of the same genre that rely on jump scares or ridiculous stunts to capture the interest of the audience. I guess I am old fashioned because I prefer a story that allows for the audiences' imagination to fill in the blanks (Lady in Black 1). The digital generation doesn't always have the patience for good yarn.Granted the acting was mediocre even by the one recognizably named actor but you can hang that at the director's feet. Even good actors can falter with poor direction and limited directing imagination.,1421884800,"01 22, 2015"
"One of my favorite movies that I never get tired of watching. For me it's the perfect blend of action, sci-fi and romance. I also think that all of the actors were perfectly cast!",1467590400,"07 4, 2016"
Terrible! Couldn't even finish watching it. All the Native Americans were whites! It was soon slow moving.,1475798400,"10 7, 2016"
Standard hitman fare.  Hannah makes it easier to watch but plot is pretty lame.  Character development was almost non- existance,1377216000,"08 23, 2013"
"This is a very good movie, although I like The Talented MR Ripley with Matt Damon better. This one is still very good and Alain does the part very well.",1481068800,"12 7, 2016"
"Wes Craven stuck his name on this film even though he didn't direct it. Sometimes I like Wes Craven films, sometimes I don't. This time I really didn't. I liked the opening scene when the boy is hiding under the covers from the monster coming out of the closet. It led me to believe I was going to watch a truly scary film. But once into the film, it was predictable, badly acted, and just plain typical. I have seen all of this before. Childhood friends reuniting in their adulthood and having one thing in common, being traumatized as a child by a spook. Don't go in the dark because there are monsters there, and the monsters can't come into the light. This idea was just used in DARKNESS FALLS. I even got up to get something to eat without pausing the DVD, I just let it play on. I did enjoy the alternate ending much better than the one that was used. I won't spoil what the alternate ending is, but it would have made this movie much more original had it been the real ending.My opinion: Not memorable at all, not a film I will go back and watch again.",1067904000,"11 4, 2003"
there was nothing here worth watching.  although I did manage the whole movie so it was better than any movie I give up on,1459209600,"03 29, 2016"
"It is hard to ascertain whether this film is the first in the series or what? In trying to search for an answer as to why humans are capable of the depravity encompassed by genocide this film adds fodder but does not approach an answer - other than the ""genocide factor"" in humans. Too disjointed.",1396656000,"04 5, 2014"
"The positive reviews are fake. This movie is so boring and crappy that I can't think of anyone who could like this. This is NOT a horror movie. This would be accurately described as a ""dramatic thriller"". There isn't any gore. Nor is there suspense because the protagonists are never in any danger til the last 10-15 mins. But even then I couldn't feel suspense because the acting and characterizations are so awful that I couldn't feel scared for the characters. I bought this in an 8-horror movie pack so that makes it around 65 cents a movie. But I still think I could have used that 65 cents for something better. This movie was so slow my eyes were droopy 10 mins in. No lie.",1354579200,"12 4, 2012"
"This film is shot wonderfully, has some real good music and features a fine performance from Mark Ruffalo. But, it is way too weird - the unrated version is way out there for a mainstream film.Meg Ryan, trying to break out of her nice girl image, is Frannie who cries throughout half the movie. She is a teacher who wants to sleep with a student, but does not seem to sleep with anyone until Ruffalo's Detective Malloy asks her questions about a gruesome murder.Frannie suspects Malloy, but Kevin Bacon's John Graham is a weird freak who she should also suspect.I am not sure what Jane Campion was trying to accomplish here, but it quite a tangled, sexual web that she weaves. Also, the flashbacks to Frannie's father ice skating do not make any sense to me.",1266710400,"02 21, 2010"
"In this season you can tell the cast is beginning to grow tired of the show. The writing is also not at it's best. However, this still remains one of the best shows to grace the T.V. screen. There are a few standout episodes and the characters begin preparing for Season 8, their final season. I particularly felt 'Grace' led many of the episodes in the season. While she isn't my favorite character, I felt she helps make this season more enjoyable. Definitely worth your money and certainly a must for any collecter. The Thanksgiving episode with 'Vince's' family is one of the best of all 8 seasons, which makes this a must have! Will & Grace' remains a winner!",1225324800,"10 30, 2008"
This is one of BBCs best series. It is very moving. family friendly and shows a nice mix of people and animal life.,1447372800,"11 13, 2015"
