reviewText,unixReviewTime,reviewTime,rating,label
"Bad acting with some action, but what the hell, it's Rocky!!!  Old Rambo with a few one liners made me laugh once or twice but that's it.",1374451200,"07 22, 2013",3.0,0
ok,1448323200,"11 24, 2015",3.0,0
"Legendary and an icon,Charlton Heston one of the greatest actor from the golden era of cinema.This movie doesnt get old but gets better as time goes by.  I personally don't get tired of watching this movie over and over because of its story line and starring cast.If you haven't watched Ben-Hur my you are missing out on a truly great movie.",1387238400,"12 17, 2013",5.0,1
"Again, another DVD that is not in English. Why would there not be a warning that the DVD is not in English? I'm not even going to watch the DVD to know if it is good, or not as I don't understand Chinese. I would not recommend it. This is the 3rd DVD that I have purchased that had Chinese/Japanese actors, but the language was foreign. I really need to stop buying these DVD's through Amazon.com sellers and go back to the local guys. At least you know first hand what you are purchasing without paying for shipping.",1392854400,"02 20, 2014",1.0,-1
Wow Factor,1435190400,"06 25, 2015",5.0,1
Did not like the production of the film and thought it had bad acting. Got bored right away,1417219200,"11 29, 2014",1.0,-1
fun movie,1404432000,"07 4, 2014",3.0,0
ok,1527120000,"05 24, 2018",3.0,0
"The story of this man is AMAZING.  As for the story, how it was written an directed, it was a zero!It was awful don't bother renting. AGAIN the man and his life was amazing and heroic, too bad a good director was involved.",1427328000,"03 26, 2015",1.0,-1
"Not bad, not great. Some funny moments, I don't totally regret watching it :)",1412812800,"10 9, 2014",3.0,0
It was enjoyable but not top notch Sarah-no subtitles,1433808000,"06 9, 2015",3.0,0
"The actors were fantastic and attention to details by the director, costume and prop teams were phenomenal.  Watched it twice in two weeks .. it is that good!",1416787200,"11 24, 2014",5.0,1
"I lived there in the 70""s and I am a gay man and it did not cover it very well. There is so much more to say about gay sex in the 70's.",1376697600,"08 17, 2013",2.0,-1
"not what you would expect.  nothing new. typical scenes and below average acting. seemed like everyone was walking thru the scenes.  good idea, good writing, wrong actors.  very disappointed.",1419033600,"12 20, 2014",2.0,-1
Men...,1430352000,"04 30, 2015",3.0,0
Not a very good film.  I watched it anyhow.  Looked kind of like a bad made for tv film.  Wouldn't really recommend it to anyone.,1461542400,"04 25, 2016",2.0,-1
"IMPORTANT NOTE June 28,2013: For anyone on a budget or who only wants to purchase certain seasons of Dobie, SHOUT! is also selling all 4 Seasons of The Many Loves Of Dobie Gillis separately. You can pre-order Season 1 now, as it will be released on September 10,2013. This is great of SHOUT! to also release the Seasons separately, as I have a few friends who are only interested in the early Seasons when Warren Beatty and Tuesday Weld starred.The Many Loves Of Dobie Gillis was a television series based on the collection of short stories of the same name by Max Shulman. The series revolved around typical 50's teenager Dobie Gillis, played by Dwayne Hickman, who wanted what every teenager dreams of having- popularity, money and beautiful girls. Dobie's best friend is not your typical 50's teenager, but the new teenage beatnik- Maynard G. Krebs played by Bob Denver. Dobie has to contend with his classmates- some are what he himself wants to be- such as the popular and wealthy Milton Armitage played by Warren Beatty or the spoiled rich Chatsworth Osborne Jr. played by Steven Franken. The prettiest girl in class is someone Dobie would adore to have as more than just his love interest- Thalia Menninger played by Tuesday Weld. The only thing keeping Thalia out of Dobie's grasp is his lack of money, which Thalia loves and has to have. Dobie's best female friend is brainy classmate Zelda Gilroy, who keeps him in reality with her keen observations on their teenage life. Dobie's parents who own a grocery store add a lot of comedy to his 50's life, as does best beatnik friend Maynard.The guest stars were always just as interesting as the cast. The wealthy mothers to Milton Armitage and Chatsworth Osborne Jr. were the same actress- Doris Packer. Since Milton and Chatsworth were cousins, their mothers were obviously sisters. William Schallert played Leander Pomfritt, the English teacher in both High School and Junior College. Jean Byron played mathematics teacher in both High School and Junior College also, and it is funny that Schallert and Byron ended up playing Patty Duke's parents following Dobie Gillis on The Patty Duke Show. Dobie's real life brother, Darryl Hickman played his brother Davey Gillis and Michael J. Pollard played Maynard's cousin Jerome Krebs. Raymond Bailey played the Dean, who many of you will recognize as Milbourne Drysdale from The Beverly Hillbillies. There was also quite a list of girl's Dobie would like to date on the series- Yvonne Craig (Batgirl), Barbara Bain (Mission Impossible, Space 1999),  Marlo Thomas, Sally Kellerman, Ellen Burstyn (when her name was McRae), Michele Lee, Cheryl Holdridge and many more.CBS aired the show from 1959 to 1963. Even though it was a big hit with the late 50's and early 60's teenagers, it never went too high in the Nielsen ratings. In Seasons 1 and 4 it never made the top 30, and in Seasons 2 and 3 it made #22 and #23. The first season focuses on Dobie in High School, the second season finds Dobie and Maynard joining the Army right out of High School, the third season finds Dobie and Maynard in Junior College, and you can tell from the last and fourth season that the writers were running out of ideas to keep the show going. In the last season, they actually wrote a show about being stuck together with one of those straw Chinese finger locks called The Beast With 20 Fingers. When the show began, you would always see Dobie posed as Rodin's The Thinker contemplating his newest teenage dilemma. The times may have changed, but Dobie's teenage dreams of popularity, money and beautiful girls has not.This is a wonderful, witty, funny and sharply written show that Dobie fans have been begging to be put on dvd for many long years. It's hard to believe that Shout! Factory is making all of our wishes come true on July 2, 2013, after such a long wait! The Many Loves Of Dobie Gillis was a launch pad for many very young actors and actresses careers- Warren Beatty, Tuesday Weld, Michael J. Pollard, Yvonne Craig, Jack Albertson, Sally Kellerman and Michele Lee to name a few. A Million Thank You's Go to Shout! Factory for all their time and effort working on the Many Loves Of Dobie Gillis. I heard we will not only be getting all 4 seasons pristinely fixed up on dvd, but some fantastic bonus material as well! From All Of Us Dobie Fans- THANK YOU SHOUT! You've made our long awaited dreams come true!!The Main Cast:Dobie Gillis........................................Dwayne HickmanHerbert T. Gillis (Dobie's Dad).....................Frank FaylenWinifred Gillis (Dobie's Mom).......................Florida FriebusMaynard G. Krebs (Dobie's Best Beatnik Buddy).......Bob DenverThalia Menninger (Dobie's Love Interest)............Tuesday WeldMilton Armitage (Dobie's Popular Classmate).........Warren BeattyChatsworth Osborne Jr. (Dobie's Wealthy Classmate)..Steven FrankenZelda Gilroy (Dobie's Brainy Female Friend).........Sheila James KuehlThe following are the 147 Episodes from all 4 Seasons of The Many Loves Of Dobie Gillis. The list reflects the scripts in the order in which they were logged by the show's producer Rod Amateau. Some of these episodes were not broadcast in this order in which they were filmed.Season 1 Episodes (1959-1960):PILOT001.)  CAPER AT THE BIJOU (Thalia's first appearance)002.)  IT TAKES TWO003.)  THE BEST DRESSED MAN (Mel Blanc guests)004.)  THE BIG SANDWICH005.)  MAYNARD'S FAREWELL TO THE TROOPS (Michael J. Pollard guests)006.)  LOVE IS A SCIENCE (Zelda's first appearance, Charles Lane guests)007.)  COUCHVILLE U.S.A.008.)  THE SWEET SINGER OF CENTRAL HIGH (Michael J. Pollard guests)009.)  DOBIE GILLIS: BOY ACTOR010.)  DOBIE'S BIRTHDAY PARTY (Little Ron Howard guests)011.)  GREATER LOVE HATH NO MAN012.)  THE UNREGISTERED NURSE013.)  THE GAUCHO014.)  THE OLD GOAT015.)  THE RIGHT TRIANGLE (Darryl Hickman, and Jean Byron guest)016.)  DECK THE HALLS (Darryl Hickman and Jack Albertson guest)017.)  THE FLYING MILLICANS (Yvonne Craig and silent star Francis X. Bushman guest)018.)  A TASTE OF LOBSTER019.)  THE FIST FIGHTER020.)  THE SMOKE-FILLED ROOM021.)  THE POWER OF POSITIVE THINKING022.)  ROOM AT THE BOTTOM (Jean Byron and Ronnie Howard guest)023.)  THE HUNGER STRIKE (Marlo Thomas guests with appearance by Ryan O'Neal)024.)  TAKEN TO THE CLEANERS025.)  LOVE IS A FALLACY026.)  DOBIE SPREADS A RUMOR (Features Zelda's Family)027.)  ROCK-A-BYE DOBIE (Don Knotts, Kathleen Freeman and Denise Alexander guest)028.)  THE CHICKEN FROM OUTER SPACE029.)  DOBIE'S NAVY BLUES (Yvonne Craig guests)030.)  THAT'S SHOW BIZ (Reta Shaw, Richard Deacon and Roberta Shore guest)031.)  LIVE ALONE AND LIKE IT032.)  THE PRETTIEST COLLATERAL IN TOWN (Rose Marie guests)033.)  SOUP AND FISH034.)  WHERE THERE'S A WILL (Darryl Hickman and Ronny Howard guest)035.)  PUT YOUR FEET IN OUR HANDS036.)  COMPETITION IS THE LIFE OF TRADE (Jack Albertson guests)037.)  THE FRENCH, THEY ARE A FUNNY RACE038.)  THE LONG ARM OF THE LAW039.)  HERE COMES THE GROOMSeason 2 Episodes (1960-1961):040.)  WHO NEEDS ELVIS?041.)  YOU AIN'T NOTHIN' BUT A HOUN' DOG (Jack Albertson guests)042.)  TAKE ME TO YOUR LEADER043.)  DOBIE GOES BEATNIK044.)  BABY TALK (Jo Anne Worley guests)045.)  THE MYSTIC POWERS OF MAYNARD G. KREBS046.)  AROUND MY ROOM IN 80 DAYS047.)  MAYNARD G. KREBS: BOY MILLIONAIRE048.)  DRAG STRIP DOBIE049.)  WHAT'S MY LION?050.)  THE DAY THE TEACHERS DISAPPEARED051.)  THE FACE THAT STOPPED THE CLOCK052.)  JANGLE BELLS053.)  PARLEZ-VOUS ENGLISH?054.)  HAVE YOU STOPPED BEATING YOUR WIFE?055.)  ZELDA, GET OFF MY BACK056.)  THE BIG QUESTION057.)  THE BITTER FEUD OF DOBIE AND MAYNARD058.)  WILL SUCCESS SPOIL DOBIE'S MOTHER?059.)  I WAS A HIGH SCHOOL SCROOGE060.)  THE SECOND CHILDHOOD OF HERBERT T. GILLIS061.)  BABY SHOES062.)  DOBIE VERSUS THE MACHINE063.)  I DIDN'T RAISE MY BOY TO BE A SOLDIER, SAILOR OR MARINE064.)  THE CHICKEN CORPORAL (Jack Mullaney guests)065.)  THIS AIN'T THE WAY WE USED TO DO IT066.)  THE SOLID GOLD DOG TAG067.)  SPACEVILLE068.)  THE BATTLE OF MAYNARD'S BEARD069.)  LIKE MOTHER, LIKE DAUGHTER, LIKE WOW (Yvonne Craig guests)070.)  DOBIE PLAYS CUPID071.)  LIKE FATHER, LIKE SON, LIKE TROUBLE072.)  BE IT EVER SO HUMBLE073.)  EVERYTHING BUT THE TRUTH (Jennifer West guests)074.)  AH! YER FADDER WEARS ARMY SHOES075.)  GOODBYE MR. POMFRITT, HELLO MR. CHIPSSeason 3 Episodes (1961-1962):076.)  RUPTURED DUCK077.)  MOVE OVER, PERRY MASON078.)  THE FRAT'S IN THE FIRE079.)  DOBIE, DOBIE, WHO'S GOT THE DOBIE?080.)  THE FAST WHITE MOUSE081.)  THE GIGOLO082.)  DIG, DIG, DIG (Jean Byron guests)083.)  EAT, DRINK AND BE MERRY...FOR TOMORROW: KER-BOOM084.)  THE RICHEST SQUIRREL IN TOWN085.)  THE SECOND MOST BEAUTIFUL GIRL IN THE WORLD086.)  THIS TOWN AIN'T BIG ENOUGH FOR ME AND ROBERT BROWNING087.)  THE BLUE TAIL FLY088.)  HAVE REINDEER, WILL TRAVEL089.)  CRAZYLEGS GILLIS (Michele Lee guests)090.)  THE MAGNIFICENT FAILURE091.)  HAPPINESS CAN'T BUY MONEY092.)  I DO NOT CHOOSE TO RUN093.)  FOR WHOM THE WEDDING BELL TOLLS094.)  GIRLS WILL BE BOYS095.)  LIKE LOW NOON096.)  THE MARRIAGE COUNSELOR097.)  LIKE, OH BROTHER! (Jean Byron guests)098.)  NAMES MY MOTHER CALLED ME099.)  DOBIE GILLIS: WANTED DEAD OR ALIVE (Joyce Van Patten guests)100.)  HOW TO CHEAT AN HONEST MAN101.)  BIRTH OF A SALESMAN102.)  I WAS A BOY SORORITY GIRL103.)  AN AMERICAN STRATEGY104.)  SWEET SUCCESS OF SMELL (Yvonne Craig and Kristen Nelson (Ricky's wife) guest)105.)  THE BIG BLUNDER AND EGG MAN (Cheryl Holdridge guests)106.)  THE TRUTH SESSION107.)  I REMEMBER MUU MUU108.)  WHEN OTHER FRIENDSHIPS HAVE BEEN FORGOT109.)  IT TAKES A HEAP-O-LIVIN' TO MAKE A CAVE A HOME110.)  BACK-TO-NATURE BOY111.)  BACHELOR FATHER... AND SONSeason 4 Episodes (1962-1963):112.)  WHAT'S A LITTLE MURDER BETWEEN FRIENDS? (Tueday Weld's Last Appearance)113.)  A FUNNY THING HAPPENED TO ME ON THE WAY TO A FUNNY THING114.)  NORTHERN COMFORT115.)  THE UGLIEST AMERICAN116.)  WHAT MAKES THE VARSITY DRAG117.)  WHERE IS THY STING?118.)  A SPLINTER OFF THE OLD BLOCK (Ellen (was McRae) Burstyn guests)119.)  LIKE HI, EXPLOSIVES120.)  FLOW GENTLY, SWEET MONEY (Yvonne Craig guests)121.)  WILL THE REAL SANTA CLAUS COME DOWN THE CHIMNEY122.)  THE ICEMAN GOETH123.)  STRICTLY FOR THE BIRDS (Mel Blanc is the bird voice, Julie Parrish guests)124.)  DOCTOR JEKYLL AND MR. GILLIS125.)  THE BEAST WITH TWENTY FINGERS126.)  TOO MANY KOOKS SPOIL THE BROTH127.)  VOCAL BOY MAKES GOOD128.)  WHO DID WILLIAM TELL?129.)  AND NOW A WORD FROM OUR SPONSOR (Zelda sings and Maynard plays guitar; Carole Cook guests)130.)  THREE MILLION COINS IN THE FOUNTAIN131.)  TWO FOR THE WHIPSAW132.)  THANKS FOR THE MEMORY133.)  ALL RIGHT DOBIE, DROP THE GUN134.)  THE MOON AND NO PENSE135.)  BEETHOVEN, PRESLEY AND ME136.)  THE LITTLE CHIMP THAT COULDN'T137.)  THERE'S ALWAYS ROOM FOR ONE LESS138.)  THE GENERAL CRIED AT DAWN139.)  NOW I LAY ME DOWN TO STEAL140.)  LASSIE, GET LOST (Joyce Van Patten guests)141.)  THE RICE AND OLD SHOES CAPER142.)  REQUIEM FOR AN UNDERWEIGHT HEAVYWEIGHT143.)  I WAS A SPY FOR THE F.O.B.(Barbara Bain and John Banner guest)144.)  THERE'S A BROKEN LIGHT FOR EVERY BROKEN HEART ON BROADWAY145.)  BEAUTY IS ONLY KIN DEEP146.)  THE CALL OF THE, LIKE WILD (Sally Kellerman guests)147.)  THE DEVIL AND DOBIE GILLIS (This final episode is similar to the first episode)",1365724800,"04 12, 2013",5.0,1
"Had a few scary moments, not bad. Not the best ending, but if you like zombie movies you will enjoy this.",1454371200,"02 2, 2016",3.0,0
Had some laughs.,1466553600,"06 22, 2016",3.0,0
Story was good.  Some of the fighting was good.  Acting was terrible.,1442016000,"09 12, 2015",2.0,-1
what can i say. these two actors are great together.i could watch these movies over and over.,1407628800,"08 10, 2014",5.0,1
I think they tried too hard to make this a spectacular ending to the saga.  What they ended up doing is making it only so-so.  I was disappointed by it.,1365379200,"04 8, 2013",3.0,0
"I bought this Blu-Ray at Walmart for $10, but the movie wasn't even worth that. It was a silly wanna be Vampire movie, they made better ones than this in the 80's so you can't blame it on the time.  I love Vampire movies and usually even like the cheesy ones, but this one wasn't even cheesy.",1258761600,"11 21, 2009",2.0,-1
Wasn't really funny. The story was slow and completely stupid at times. It seems like they just threw these guys together because they had nothing better to do. A couple of chuckles but little else.,1407024000,"08 3, 2014",1.0,-1
"I LOVE TO  WATCH THIS MOVIE OVER AND OVER AGAIN,  WITH SUCH A GOOD CAST AND STORY LINE, WHAT'S NOT TO LIKE,  THIS MOVIE HAS EVERYTHING.  HUMOR, DRAMA, FRIENDSHIP, FAMILY RELATIONSHIPS. AND EVERYDAY SITUATIONS ARE PORTRAYED IN THIS MOVIE,",1455580800,"02 16, 2016",5.0,1
Too far out for us,1476230400,"10 12, 2016",3.0,0
Cute movie,1471392000,"08 17, 2016",3.0,0
"it had its moments, I felt bad for the main character, it was a little slow, but all in all, glad it all worked out! Streaming issues made it hard to enjoy.",1418947200,"12 19, 2014",2.0,-1
one of my all time favorite. Perfect and bloody,1408233600,"08 17, 2014",5.0,1
These actors were the best and the quality is good. Thank you for this pack,1414972800,"11 3, 2014",4.0,1
"For a story this interesting and writers and actors this talented, I should be a lot more impressed. It was good but had the potential to be great.",1475107200,"09 29, 2016",4.0,1
"Seriously, I LOVE this film!  I ordered several Christmas films from Amazon to finally replace my old VHS versions. So glad Amazon offered my favorites and at great prices.  The Muppet Christmas Carol gets two thumbs up from me.",1391644800,"02 6, 2014",5.0,1
boring,1455667200,"02 17, 2016",1.0,-1
IT WAS PRETTY GOOD I WOULDNT WATCH IT AGAIN,1457654400,"03 11, 2016",2.0,-1
Amusing storyline,1517443200,"02 1, 2018",3.0,0
"Due to no closed captioning, I was playing it in fast forward. But it is very entertainment.",1061078400,"08 17, 2003",2.0,-1
"I was disappointed in this film. I think Kevin Bacon was trying to channel Ethan Hawke, and it just didn't work.",1474243200,"09 19, 2016",2.0,-1
It was ok. Miss the old versions with Mel Gibson.,1439596800,"08 15, 2015",3.0,0
"Rent it, buy it....you'll enjoy it! Solid actors, edge of your seat real life story. This is how our men and women put their lives on the line for our freedom.",1402531200,"06 12, 2014",5.0,1
This is a feel good predictable romantic comedy.  Even though it follows the typical rom-com plot lines the characters and actors bring some life to it.  I found it to be a nice and fun movie to enjoy.,1335312000,"04 25, 2012",5.0,1
"The story is intriguing with cool concepts; you can see some Ghost In The Shell brought to life (if you haven't seen that anime, see it NOW) with good special effects. But overall production seemed on the low budget side and things went too fast in the end.This one I would like some imaginative director, like Cameron or Abrams, even Nolan, to produce a remake that would blow our minds.",1399420800,"05 7, 2014",3.0,0
Fun movie but not much content here.,1481846400,"12 16, 2016",3.0,0
okay movie,1407369600,"08 7, 2014",3.0,0
"Very interesting take on the ""Dirty Dozen"" type war story seen from the other side. Always good to see things from a different perspective (even if there are some American actors playing Germans)",1430697600,"05 4, 2015",4.0,1
Descent movie predictable ending.,1484784000,"01 19, 2017",3.0,0
This is a great series.  Action packed.  Beautiful locations.  Great actors.  Tend to watch over when I can't find anything else I'm interested in watching.,1493596800,"05 1, 2017",5.0,1
Ten minutes was my limit of being subjected to somebody's music promotion.,1452384000,"01 10, 2016",1.0,-1
"What was known as a B movie in those post WWII days. Low budget thriller. A little hokey, but worth watching for the ""exciting"" car chase finish.",1431129600,"05 9, 2015",3.0,0
"Once again the actors made this story line work -- MAGICALLY!  I've always been a fan of Mr. Richard Gere but in this movie, i became SUPER FAN!  HE DEFINITELY DESERVED AN AWARD FOR THIS MOVIE,",1453507200,"01 23, 2016",5.0,1
I don't know what the hell this is. If you're interested in the hobbit please read the book.,1474848000,"09 26, 2016",3.0,0
"I had high expectations for this movie, and was sorely let-down. A mix of School of Rock and every other ""teacher"" movie out there, it was predictable and drawn out. I saw how the movie was going to end about 10 minutes into it and the rest was less-than-funny filler. Justin Timberlake's character was my least favorite of the movie, and the whole time his bad acting left a horrible taste in my mouth. Paired up with Cameron Diaz's equally awful acting, it was a waste of money to even rent this.",1320710400,"11 8, 2011",2.0,-1
"I really liked this movie.  I had not read the book.  Let me make that clear.  I liked the actors that were chosen.  A lot of no name kids so there was no thought of who they should be like already.  Since I had no idea what the movie was supposed to be about I had the advantage of being able to enjoy it and not compare it to the book.  I thought it did a good job of showing the good and evil in people we want to trust.  After reading the book, I thought they both stood on their own.  They did what they always do. They cut things from the book, and focus more on certain other things.  It worked well enough.  The movie is worth watching.  Some will like it.  Some won't.",1409011200,"08 26, 2014",4.0,1
doesn't work,1465516800,"06 10, 2016",1.0,-1
gift,1418515200,"12 14, 2014",1.0,-1
I love the movie...,1458000000,"03 15, 2016",4.0,1
Didn't hold the interest of my 3 kids for long.  Could be they aren't quite old enough.,1476316800,"10 13, 2016",3.0,0
I liked the movie it was pretty funny actors are showing their ages but this was a really good watch,1398729600,"04 29, 2014",3.0,0
"Although a prequel to the John Carpenter version of The Thing, this episode falls flat and is not nearly as thrilling nor has nearly as good special effects as the former.  Fair, it is okay but another would be useless.",1365465600,"04 9, 2013",3.0,0
Not as good as the previous seasons. I was glad to have it end.,1466726400,"06 24, 2016",3.0,0
gift. not for me.,1428019200,"04 3, 2015",2.0,-1
So sad to see such a great story be told so poorly. I actually felt it was pretty violent compared to the ninja Turtles I grew up watching.,1445472000,"10 22, 2015",1.0,-1
"1.  This is one of those movies where you think, wonder, perhaps hope that all of the negative review are wrong... because there are well know actors in this film.  But this film proves again and again that famous actors + lousy writing = lousy movie.2.  Please save yourself some time and money, pass on this complete dud.",1346889600,"09 6, 2012",1.0,-1
Not as fun as it seems...,1455580800,"02 16, 2016",2.0,-1
Slow,1468540800,"07 15, 2016",3.0,0
"Ok so I feel that people give this movie a high rating because they are religious. So am I, but it felt like a kind a one sided story, black and white sort of morality. I just find that life is not this simple if it is I sure am not living it lol. Really cheesy and the deep back ground voice kind of turned me off. The movies conclusion says we should fear god and that he is judging all that we do. Well I don't fear god I love him, he is a friend, a voice that is always there telling you the right way to do things. So all in all think this movie has bad messages in certain regards. That's my two cents but we all have different perspectives.",1447027200,"11 9, 2015",2.0,-1
"This was one of the funniest seasons of one of the funniest & LIGHT shows ever! I love that this comedy didn't try to ""tackle controversial subjects"" or stuff some writer's politics, religious or anti-religious views down your throat. It was light-hearted, fun, and hilarious comedy at it's best. All actors played each of their characters perfectly!",1472083200,"08 25, 2016",5.0,1
This is one of the best Christmas movie. I have always enjoyed this as a kid.,1449100800,"12 3, 2015",5.0,1
it was ok,1415318400,"11 7, 2014",2.0,-1
This series wasn't too bad but it was more like part soft porn soap opera and part cheesy romance novel. It would've been much better if most of the explicit sex scenes were removed entirely and they let the story line and the actors/actresses be the focus.  The later episodes were much better than the first two or three.  Not a series I would buy again and not interested in seeing any future seasons of this series.,1465171200,"06 6, 2016",2.0,-1
This movie was really bad. I didn't enjoy it much at all.,1409270400,"08 29, 2014",2.0,-1
"I love this movie, but it is just a little more thin plot-wise than I remember it being! Still a good addition to any Mel Brooks addict's collection!",1485302400,"01 25, 2017",4.0,1
Not his best work. Ended very abruptly and the only money theme was hard to find throughout the whole movie.,1360454400,"02 10, 2013",3.0,0
"If you like raunchy,stupid funny, this is the movie for you.  I like funny, and stupid funny, but this is not one for the whole family.",1360022400,"02 5, 2013",3.0,0
I loved this for all the actors.,1433376000,"06 4, 2015",5.0,1
very good,1475020800,"09 28, 2016",5.0,1
Great actor/ movie,1406160000,"07 24, 2014",5.0,1
"I can always count on Clint Eastwood to make a good movie. Mystic River is just the right amount of drama-- obviously it has some disturbing ideas, but not sick and twisted ones you would see in horror movies (IMO). I mean the movie shows how characters cope with the trauma and troubles that they are faced with. I saw this movie when it came out and again just recently. It is one of my must own movies because it has such a great mysterious plot which kept me guessing. All of the actors including Sean Penn and Kevin Bacon gave great performances. The music suits the movie well. The only thing I found annoying was when Dave (Tim Robbins) kept talking about the forest and the wolf...Alot of people seem to complain about the ending. I think it was sufficient and well made. The idea is to make do with what has happened since you can't take back what has been said or done. etc..This movie gives you something to think about and has a satisfying plot, 5 stars .",1288224000,"10 28, 2010",5.0,1
Bought the digital copy.  Expected it to be a better movie than it was but It is what it is.  The animation was amazing. Storyline was just not Peanuts Gang quality.,1459555200,"04 2, 2016",3.0,0
"All I can say about New Tricks is if you haven't seen this series, don't deny yourself the pleasure any longer. You can start with any of the seasons, but it's more fun to start with season 1 and move through them in order because you get to know the characters better that way. This is a fun series and it's also serious. The actors work so well together that you will be sorry when you finish each season and will look forward to the next.",1355875200,"12 19, 2012",5.0,1
"Much of this was hard to understand and when there were subtitles they were often white over white.  I mean, really?",1389916800,"01 17, 2014",3.0,0
"Stargate is never intellectually engaging. Lots of shooting, silly plot lines (even the actors seem to have a tough time keeping a straight face in the face of some of the plots). But it won't tire your brain. There are hundreds of better things to do with your time than to run off the clock watching Stargate but sometimes a little mindless entertainment is what you need.",1389139200,"01 8, 2014",4.0,1
awesome movie!,1420070400,"01 1, 2015",5.0,1
It was okay sums it up.  A mix of Hollywood and the Bible.,1488499200,"03 3, 2017",3.0,0
It was a Birthday gift for a Family member!,1455840000,"02 19, 2016",5.0,1
Bad acting nice boobs,1453161600,"01 19, 2016",1.0,-1
"Its Scooby Doo folks, the kids love it and its keeps them entertained. I would recommend the dvd and seller.",1393632000,"03 1, 2014",5.0,1
"This movie was fairly good, the actors and scenes were well thought out. My only complaint, as with most movies now, the commercials ruined most of the funny scenes in this movie. Therefore, I didn't find it as comedic as I originally anticipated. If it had contained more comedy it would have had a five star review.",1392249600,"02 13, 2014",4.0,1
Effects were good. Cast to. Didn't really like the movie,1449446400,"12 7, 2015",2.0,-1
Good actors make a good movie and this one has two of the better actors out there today.  My opinion of course.The character played by Cusack is a dark departure from his usual rolls and he nails it.,1400976000,"05 25, 2014",4.0,1
"too far out in left field for me, I bought it because of the actors in it, but passed it on to friends, they can keep it. Wasted money",1425859200,"03 9, 2015",2.0,-1
"overall, humorous, but some gratuitous over the top language and scenes",1405296000,"07 14, 2014",3.0,0
"Love this movie, hard to find and was a great price!",1428278400,"04 6, 2015",5.0,1
"To cut to the chase, why wasn't the script written so Bill Murray was single, and Scarlett Johansson's husband was cheating on her, and the two fell in love?  This could have been a terrific love story.  On a side note, (A) Bill Murray and Scarlett Johansson had chemistry, (B) the directing was very good, and (C) Scarlett Johansson is very beautiful and a wonderful actress.",1194307200,"11 6, 2007",1.0,-1
"Buyer beware: the name of this workout has not been changed, but the cover has.  This is the same 3 mile workout from the DVD set that includes Fast Start (1&2 miles)and 3 Fast Miles.",1288051200,"10 26, 2010",3.0,0
The foul language was over the top.,1463875200,"05 22, 2016",1.0,-1
"Very good actors; Tim, his wife and three daughters all do an excellent job in this Last Man Standing series !",1531440000,"07 13, 2018",5.0,1
Shut this one off within a matter of minutes.  Just too boring for me.  Doesn't mean you shouldn't give it a try.,1444867200,"10 15, 2015",2.0,-1
Great vintage western,1478822400,"11 11, 2016",4.0,1
"Dalton did a great job in his short time as Bond.  They didn't give him a lot  to work with in this one, but he still did a good job.",1181779200,"06 14, 2007",4.0,1
"This movie was an unexpected surprise.  The story line kept the interest level as one waited for problems to resolve.  The cast did very well, so much better than some of the more expensive films.  The young actor who played Thomas was very convincing and the final scenes left the viewer with such a heart warming feeling.",1447113600,"11 10, 2015",5.0,1
dumb movie,1454630400,"02 5, 2016",2.0,-1
STILL VERY GOOD ENTERTAINMENT!!,1462665600,"05 8, 2016",5.0,1
not bad,1404432000,"07 4, 2014",2.0,-1
great show. a little hard to follow at times but good actors and action.,1430784000,"05 5, 2015",5.0,1
This is not the first three movies - the ones that are appropriate for 5 year olds.  Read the fine print if you are not a Star Wars expert,1405468800,"07 16, 2014",3.0,0
"Having see four out of five seasons of the wire, I can say that I find this a consistently well-written show with a great cast of characters that are skillfully played by the actors on the show.  I am looking forward to season five.",1435968000,"07 4, 2015",4.0,1
"It's like the TOTAL RECALL remake with Kate Beckinsale, the action is fast phase and the lead actor is one of the villains of IRON MAN 3. Maggie Grace ( very pretty ) is the star of both LOST tv series and TAKEN / TAKEN 2 with Liam Neeson. The space battle assault scene was top notch!",1368748800,"05 17, 2013",5.0,1
GREAT old movie. The perfect depiction of a real family. The story was great and had me laughing all the time. You could see the love he had for his family. A must see.,1346544000,"09 2, 2012",5.0,1
"I really liked all three of the Lord of the Rings movies, so I had high expectations for the Hobbit.  Unfortunately, it does not compare.  The first two hours move very slowly.  There are a lot of special effects but after enough of them they get kind of boring.  The best of the Hobbit is what is left over from Lord of the Rings.  My wife went to sleep during the movie.",1364515200,"03 29, 2013",2.0,-1
This is one of my all time favorite series. I love the art direction and the actors. I have seen many versions of Emma and this is hands down the best for anyone who loves Jane Austin.,1461024000,"04 19, 2016",5.0,1
Would have had more entertainment by myself!!,1485388800,"01 26, 2017",1.0,-1
God awful movie.,1472688000,"09 1, 2016",1.0,-1
"I saw this many years ago, and just watched it again.  The representation of Hollywood as a place where every man hits on every woman is over the top.  Lots of fun jokes and cameos by well-known actors make it a fun movie to watch.",1365465600,"04 9, 2013",4.0,1
Was a little slow for me.  Disappointed due to the great cast,1438819200,"08 6, 2015",3.0,0
A film for those with a off beat sense of humour. Unfortunately that is not me.,1413676800,"10 19, 2014",1.0,-1
"No where close to being as good as 'Finding Nemo'.  That being said, it's an ok movie....  just ok.",1501891200,"08 5, 2017",2.0,-1
great condition,1448841600,"11 30, 2015",5.0,1
"I would not recommend this to anyone, too far fetched",1453507200,"01 23, 2016",1.0,-1
